IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
2342456075409,447350863218,226933162276457,1.205.51.155,260318233320+0100,234,20,23420,92844702,42762641,80270865,234-20-***,234-20-5852-13,5G,Tablet
3109168154660,130541613944,926219468830597,176.251.36.153,260222232121-0500,310,120,310120,38884898,68645850,46881253,310-120-***,310-120-6350-57,3G,Smartphone
2064063062447,324951330531,920588774979695,14.4.228.108,260223151911+0200,206,1,20601,82673252,62215999,73834338,206-01-***,206-01-7531-33,5G,Tablet
2407738264609,467078513854,491678255770299,55.174.243.41,260305113201+0200,240,8,24008,32378699,93787448,57194493,240-08-***,240-08-6237-54,4G,Smartphone
3103682691163,130519422686,572479443694551,37.111.239.165,260302053800-0800,310,120,310120,99152055,94976274,95390990,310-120-***,310-120-5651-81,5G,Tablet
2347226408572,447369666309,400906232998199,104.203.211.192,260319091538+0100,234,15,23415,64864887,13064676,53623487,234-15-***,234-15-7618-73,4G,Tablet
2069688327532,324835241039,718984767397327,125.178.48.237,260313023042+0100,206,20,20620,77137712,96084467,24919279,206-20-***,206-20-2490-57,3G,IoT Device
2340687616481,447880770460,587711346876112,24.189.200.101,260307105551+0000,234,15,23415,45232032,87821046,25003358,234-15-***,234-15-8572-18,3G,IoT Device
2063415177345,324775749490,287932982840359,13.133.211.248,260227082750+0200,206,20,20620,58684022,49086658,51159574,206-20-***,206-20-6567-28,3G,Tablet
2062294643039,324729045886,740184119252985,63.36.253.179,260305184732+0200,206,20,20620,80241159,60246095,60731447,206-20-***,206-20-8206-96,4G,Smartphone
3101534332491,130557790833,587962410615814,46.28.249.95,260308163849-0600,310,480,310480,84260585,81773449,82172776,310-480-***,310-480-3873-71,4G,Smartphone
2402337209484,467031284033,427411529977180,128.125.241.251,260304175038+0100,240,24,24024,52796441,95081383,19805215,240-24-***,240-24-9567-41,3G,Tablet
2061893974909,324817399704,646492809472587,205.25.14.143,260227002620+0200,206,1,20601,79014787,48085045,96607967,206-01-***,206-01-8240-20,4G,Smartphone
2348847127058,447772216417,559604078231334,39.173.210.213,260315192701+0100,234,33,23433,77347727,50987922,52951801,234-33-***,234-33-5079-53,4G,IoT Device
3105236229258,151296434745,294597624555746,181.159.74.182,260221024911-0500,310,410,310410,85603021,62820340,65985387,310-410-***,310-410-4445-83,5G,Smartphone
2407403344505,467665883398,690696444113257,11.174.136.146,260224181605+0200,240,1,24001,89583095,73065119,16174008,240-01-***,240-01-7697-55,5G,Smartphone
3100105485741,151221562294,870528033817359,174.213.85.153,260307212636-0800,310,260,310260,83361416,98676416,44993129,310-260-***,310-260-5589-87,5G,Tablet
2345573257375,447534490216,673553866708085,209.90.138.70,260223010855+0000,234,15,23415,12174497,85928927,68680918,234-15-***,234-15-2114-99,5G,IoT Device
2401191818281,467979316477,304286515129578,18.125.217.184,260305231957+0200,240,24,24024,68035365,12883470,63883863,240-24-***,240-24-5630-83,4G,IoT Device
2345624395873,447859232342,235420980890285,153.226.16.130,260318175825+0000,234,33,23433,19296843,53951077,52323714,234-33-***,234-33-7388-12,3G,Smartphone
2063350271607,324660776336,892176101128981,39.95.0.38,260314040537+0100,206,5,20605,31861785,38137132,26154220,206-05-***,206-05-5963-30,4G,Tablet
3108574817006,151261554164,407840211670450,194.175.255.133,260305005239-0700,310,410,310410,28889241,43419962,33804639,310-410-***,310-410-7801-34,3G,Smartphone
2400934596262,467282251207,373907374654950,151.40.152.50,260316221223+0100,240,4,24004,13466848,54504189,13824787,240-04-***,240-04-3297-98,4G,Smartphone
3109822105316,120217768729,954772630477425,170.249.39.244,260223124228-0500,310,260,310260,98097063,82475706,59067682,310-260-***,310-260-7679-15,5G,Tablet
2402231164913,467242457988,874660574256529,37.8.141.207,260305225629+0200,240,24,24024,14593643,61677853,94809528,240-24-***,240-24-4215-26,3G,IoT Device
2403265097753,467967379487,258134154855245,53.186.149.236,260304181223+0100,240,4,24004,75411700,83672216,71245697,240-04-***,240-04-1234-28,5G,Smartphone
2400821371184,467254768182,633593448323035,178.113.179.41,260227124710+0200,240,7,24007,80541440,90656304,30370384,240-07-***,240-07-2034-56,4G,IoT Device
2401293289634,467064686775,282697004014843,76.104.235.19,260308044808+0200,240,5,24005,92291206,89723307,18967731,240-05-***,240-05-9697-31,4G,Smartphone
2406266933513,467326192372,469729975018481,41.115.192.16,260320013107+0200,240,4,24004,94361980,90322129,73231224,240-04-***,240-04-3355-71,3G,Smartphone
2067215406417,324892743811,909757119537660,107.40.6.122,260227232204+0200,206,10,20610,95638951,24118375,47608285,206-10-***,206-10-3045-79,5G,IoT Device
2344510173973,447864178996,914202098609191,105.52.165.162,260226021025+0100,234,38,23438,87259150,22739083,25767007,234-38-***,234-38-9320-52,4G,IoT Device
2067798066039,324605146074,581289915534705,191.207.206.131,260226044758+0200,206,20,20620,71499176,95202397,45322575,206-20-***,206-20-7451-15,4G,IoT Device
2061559835411,324859726347,570559175752250,1.229.214.232,260306191802+0100,206,10,20610,24962673,35473149,88094160,206-10-***,206-10-7575-54,3G,Tablet
2341311964258,447562614991,534645713703824,218.87.184.204,260313074013+0100,234,33,23433,13537870,76369717,40127665,234-33-***,234-33-9818-32,4G,IoT Device
2060430977688,324936289696,450968995465535,137.169.73.56,260318193043+0100,206,5,20605,82527114,57925684,20340193,206-05-***,206-05-8214-92,3G,Smartphone
2068785193583,324849079779,685436591208780,25.176.180.122,260306015301+0200,206,5,20605,56654498,73971718,29848134,206-05-***,206-05-9819-84,3G,Smartphone
2400976263748,467353986289,522059170905911,150.134.56.168,260316183642+0200,240,2,24002,92389614,18540104,81104791,240-02-***,240-02-5523-82,4G,IoT Device
3100715116966,151272521452,677620604712463,60.236.40.36,260308023213-0600,310,260,310260,40419133,57137357,96869105,310-260-***,310-260-5076-86,3G,Smartphone
2409080512080,467056409951,331381913972835,50.95.120.91,260222001953+0200,240,24,24024,23014526,30759612,90492828,240-24-***,240-24-2540-77,4G,Smartphone
2340908144152,447882173929,552846177867181,210.227.181.127,260223043002+0000,234,30,23430,55411755,43047380,59082552,234-30-***,234-30-3908-74,3G,Tablet
2060791815899,324986834527,365806824666617,15.103.68.86,260311080337+0100,206,20,20620,13198965,75933037,24001392,206-20-***,206-20-4085-61,3G,Tablet
2340803149982,447508004635,821774180688285,200.42.1.219,260310070529+0100,234,33,23433,16002311,38788785,23240677,234-33-***,234-33-7370-49,4G,Tablet
3107399006314,120235263560,309284352939469,163.3.7.99,260306090345-0600,310,260,310260,94045854,51572498,37498028,310-260-***,310-260-6247-19,5G,Smartphone
2344374906072,447411127128,539400072464844,20.211.218.153,260302124513+0100,234,38,23438,86518645,45097827,24561556,234-38-***,234-38-1167-63,4G,Tablet
2402807711306,467211369572,693274329083350,26.253.113.54,260321144852+0200,240,5,24005,86343225,11907386,30496460,240-05-***,240-05-2417-81,4G,Smartphone
2340662481323,447570713984,847395622285011,75.11.52.138,260322083419+0100,234,15,23415,65019090,79531133,81709011,234-15-***,234-15-6736-69,3G,IoT Device
2403060906913,467098107964,926847096737945,156.31.124.148,260222012612+0100,240,8,24008,95456101,71066956,74307616,240-08-***,240-08-7068-14,3G,Smartphone
2062642506420,324868362536,665245416777675,151.74.26.169,260308143501+0200,206,10,20610,55338927,53756453,99304909,206-10-***,206-10-4667-28,4G,IoT Device
3109395786543,151227187496,168297643358268,126.209.74.56,260304014228-0600,310,260,310260,67953043,34201500,69455815,310-260-***,310-260-5030-37,5G,Smartphone
2409269326573,467275998011,215091780005155,131.89.244.227,260316025208+0100,240,16,24016,37247147,30213583,38589967,240-16-***,240-16-3823-44,5G,IoT Device
2345244182226,447389628874,434725311271026,132.55.230.93,260316132952+0000,234,20,23420,73459898,60918146,74005756,234-20-***,234-20-6169-84,4G,Tablet
2067079551512,324694621354,211498285970996,3.139.215.124,260302183754+0100,206,10,20610,32690870,59018458,43918937,206-10-***,206-10-8224-84,5G,Smartphone
2063447650471,324780290904,610928123766046,180.207.219.185,260301095024+0200,206,1,20601,55048155,59230243,78797888,206-01-***,206-01-9021-50,3G,Smartphone
3108374417158,120202131251,306703529311005,137.13.41.158,260302211630-0800,310,410,310410,92874168,19446616,30970686,310-410-***,310-410-3168-54,5G,Tablet
3103121106330,120265837379,349732057490728,57.21.214.241,260320091842-0700,310,120,310120,10847369,20678134,33602309,310-120-***,310-120-2998-17,5G,Smartphone
2061132532694,324968436453,812093290442101,133.108.9.76,260224180558+0200,206,5,20605,76293229,56200862,18107284,206-05-***,206-05-9880-83,3G,IoT Device
3109591945757,141574758339,328912280567756,53.5.194.133,260302040912-0500,310,480,310480,72226540,72329716,70690090,310-480-***,310-480-1196-96,3G,Tablet
2066265062292,324610672453,129099307624843,133.251.34.39,260317064450+0100,206,20,20620,35494128,75301591,91446672,206-20-***,206-20-7874-13,3G,Tablet
3105115794238,151236704254,930110056919284,55.40.49.10,260312062332-0800,310,480,310480,55781296,60110818,27197789,310-480-***,310-480-3618-72,5G,Smartphone
2343353574859,447532593993,434335107970581,45.181.85.37,260221102249+0100,234,10,23410,61558846,29911932,93699114,234-10-***,234-10-1290-67,4G,Tablet
2344176342507,447430559782,466089005759833,182.36.232.41,260303031806+0000,234,33,23433,90206794,91212652,26154770,234-33-***,234-33-9043-69,5G,IoT Device
2343660443240,447361572768,310692869751474,68.240.69.213,260227162155+0000,234,38,23438,36545674,91408752,70845390,234-38-***,234-38-4193-77,5G,Tablet
2340587525680,447756259045,859158139080271,160.154.157.28,260301181329+0000,234,33,23433,19112666,28778595,30343371,234-33-***,234-33-3105-51,3G,Smartphone
2401651768086,467628137214,405205953080037,212.49.141.195,260312175036+0100,240,5,24005,15690138,15660750,39393803,240-05-***,240-05-2505-56,4G,Tablet
2066084706810,324690339705,208216319582632,106.228.190.188,260310191618+0100,206,5,20605,81971570,10986492,94245755,206-05-***,206-05-9201-50,4G,Tablet
2343945354614,447707986321,155915226133943,181.76.24.202,260317194922+0100,234,33,23433,89625763,50717713,58444321,234-33-***,234-33-7132-75,4G,Smartphone
3104032537657,151292778943,204252449100900,87.80.174.122,260314123022-0500,310,260,310260,46806704,10001272,50727906,310-260-***,310-260-5134-37,5G,Smartphone
3103651460401,141524731072,119252241137984,119.27.112.26,260313041408-0800,310,260,310260,46247757,13027810,85595538,310-260-***,310-260-2593-16,4G,Smartphone
3106007676209,120214473404,352423033700968,190.93.158.45,260311045259-0500,310,260,310260,75569067,41074206,16347764,310-260-***,310-260-4530-18,4G,IoT Device
2342558825562,447865754278,647374495619425,119.129.22.128,260227214411+0100,234,10,23410,58139696,96632730,72619975,234-10-***,234-10-7017-68,4G,IoT Device
3109582923616,120288081904,838799552357155,99.134.87.238,260320000657-0600,310,120,310120,83611807,63010703,80212115,310-120-***,310-120-6627-74,5G,Smartphone
3107230817214,130564381300,141738284132114,126.195.132.200,260306173950-0600,310,410,310410,70746857,25965592,66628811,310-410-***,310-410-7684-98,3G,Smartphone
2343469979907,447375504768,231542526995706,42.95.41.63,260307232050+0100,234,10,23410,15190410,75424216,21653940,234-10-***,234-10-5918-53,4G,Tablet
3101765397054,161773961029,137897378718274,162.54.225.96,260317092458-0700,310,120,310120,85839721,62100383,81895460,310-120-***,310-120-2359-41,5G,IoT Device
2404204956121,467277306260,505708822359737,94.193.255.76,260319014856+0200,240,2,24002,25581274,23628162,32069861,240-02-***,240-02-9466-72,3G,Tablet
2066085816704,324886111457,638651948321021,2.105.13.72,260319023707+0100,206,1,20601,86560560,35070625,99206598,206-01-***,206-01-8177-73,4G,IoT Device
2062961803324,324660508018,993770874980425,9.254.174.30,260314052747+0200,206,10,20610,42705658,74476742,38663679,206-10-***,206-10-5309-71,3G,IoT Device
2066881228217,324919236534,645449390605603,184.186.180.209,260301102959+0200,206,20,20620,60154780,62449097,70374937,206-20-***,206-20-8843-37,3G,Smartphone
2062398471690,324818120546,476928317548954,14.255.227.59,260306084551+0100,206,20,20620,73070505,78644309,75469731,206-20-***,206-20-9348-62,5G,IoT Device
3105889144449,161735539354,357492065864496,222.111.163.246,260223151717-0600,310,480,310480,99883548,98464398,35280282,310-480-***,310-480-6522-21,5G,Tablet
2063798214339,324727536749,716165708524914,207.81.181.120,260319101116+0200,206,5,20605,26700614,60541298,83911477,206-05-***,206-05-6922-79,5G,Tablet
3108948963406,151291766512,343074651500141,11.197.191.58,260222113557-0500,310,120,310120,83617175,81836366,46025956,310-120-***,310-120-4095-42,4G,Tablet
2060015944633,324699948532,130808428953263,78.94.215.212,260304111738+0100,206,20,20620,82707256,92717934,12340833,206-20-***,206-20-4356-15,5G,IoT Device
2066337922341,324534699673,411627701167726,206.174.172.181,260221173258+0100,206,10,20610,92551005,61024565,13090576,206-10-***,206-10-8966-25,3G,Smartphone
2345078967935,447419626335,574144916434369,82.92.59.102,260316150254+0000,234,38,23438,73043814,13258266,85606069,234-38-***,234-38-9053-65,5G,Tablet
2065607676164,324734547223,885837528983065,20.112.253.94,260320094646+0100,206,20,20620,16439568,40679513,22075904,206-20-***,206-20-1358-59,5G,Tablet
2067242642364,324681319092,486873198762303,16.43.4.140,260315153712+0100,206,1,20601,90884211,20341136,19043872,206-01-***,206-01-5102-20,5G,Tablet
2405228230524,467908806220,729570922239594,77.205.73.139,260320012818+0200,240,4,24004,72062977,42989230,71061571,240-04-***,240-04-9748-25,4G,IoT Device
2061620478768,324968785996,437463388628720,7.98.211.100,260317222540+0100,206,5,20605,37768710,19853872,90503553,206-05-***,206-05-3655-91,5G,Smartphone
2345057303627,447824632037,439463417677537,51.70.15.174,260224051832+0100,234,10,23410,27503885,65807734,16891577,234-10-***,234-10-7756-58,4G,Tablet
2067661945887,324571553482,114839351284008,119.80.86.95,260224125906+0100,206,1,20601,39352584,94647699,79939654,206-01-***,206-01-5840-57,3G,Tablet
2345954508917,447768089812,607242335742231,175.255.166.118,260222182832+0000,234,30,23430,92795474,61524781,47011857,234-30-***,234-30-7609-52,5G,Tablet
3103693626894,130501204713,728550492711759,79.123.234.18,260310185423-0600,310,120,310120,59944615,72938222,44639362,310-120-***,310-120-1721-48,3G,Smartphone
2349849330674,447584760944,242937582833372,32.25.161.79,260314103622+0100,234,33,23433,23233496,82774096,77893186,234-33-***,234-33-3549-95,5G,IoT Device
2344132971506,447762670551,513400553776936,118.170.66.201,260311075502+0100,234,38,23438,67727800,41556108,48449029,234-38-***,234-38-7551-63,5G,Tablet
2066111102867,324520072024,592266315910245,151.20.33.200,260226120713+0100,206,10,20610,23417922,15226739,88230615,206-10-***,206-10-3608-86,4G,IoT Device
2401494981942,467079428179,400368414065277,8.83.74.16,260222215900+0100,240,1,24001,58150867,78300164,51124145,240-01-***,240-01-4149-31,4G,Tablet
2343372201091,447417221455,877483443766189,28.97.84.236,260304142252+0100,234,30,23430,50607036,38155104,73515624,234-30-***,234-30-4852-49,5G,Tablet
2400046277657,467256592024,658078701752023,120.33.67.155,260322073610+0200,240,4,24004,78824758,91057016,76485777,240-04-***,240-04-7402-34,4G,Smartphone
2345595501783,447425848689,922034979360798,79.110.155.106,260303142143+0000,234,38,23438,48949083,82315471,71261852,234-38-***,234-38-3957-63,3G,Smartphone
2401767993593,467644039464,105751258303736,149.71.252.33,260314205819+0200,240,8,24008,10302045,67715067,16410742,240-08-***,240-08-1293-62,5G,IoT Device
2404907938841,467268528306,206940515370124,53.170.194.30,260224211833+0200,240,16,24016,32685833,98242407,49234073,240-16-***,240-16-1267-74,5G,IoT Device
2345144881121,447331421751,771710168781794,111.111.24.106,260317065850+0100,234,15,23415,21176055,57816281,22352071,234-15-***,234-15-7986-36,5G,Smartphone
2340911225288,447475056618,640171853239791,21.213.56.168,260322072639+0000,234,30,23430,40434030,98184498,76353912,234-30-***,234-30-4101-79,4G,IoT Device
3107309505560,141571219881,895757452778851,93.74.159.73,260317053157-0800,310,410,310410,93878905,14359404,95641687,310-410-***,310-410-7043-35,3G,Smartphone
2341042462456,447385174460,135094954521289,102.204.65.209,260221235257+0000,234,20,23420,90469693,23438230,58658243,234-20-***,234-20-9799-64,4G,Smartphone
2409391304488,467089848416,154676854615402,51.216.72.133,260319110124+0100,240,7,24007,19227140,22658740,88960861,240-07-***,240-07-6468-50,3G,Smartphone
2408142983152,467291073228,420225426084937,197.228.194.232,260308081950+0100,240,24,24024,83492765,41931968,17968729,240-24-***,240-24-1696-70,4G,Tablet
3102696944391,151249701693,439485232929132,182.29.132.242,260228113825-0600,310,480,310480,15396384,40984920,43553891,310-480-***,310-480-4153-77,4G,Tablet
2409031061537,467221556684,695137203236533,209.135.156.80,260301111515+0100,240,16,24016,75755054,75620860,46761893,240-16-***,240-16-3178-37,4G,Smartphone
3100078436142,141542607819,709924355437347,39.247.102.2,260318203745-0500,310,410,310410,62424760,46190400,31536347,310-410-***,310-410-1050-65,4G,Smartphone
3107638821458,141514846019,243772893443899,28.204.250.119,260316204651-0600,310,480,310480,81124566,34554763,94224219,310-480-***,310-480-3187-12,3G,IoT Device
3106950732146,141549369995,228969726793350,220.95.100.218,260315042609-0500,310,260,310260,55117017,57899710,73268066,310-260-***,310-260-1320-51,5G,IoT Device
2061192360376,324911872333,597782661040961,99.250.237.139,260303012138+0200,206,20,20620,47636112,96304579,89004075,206-20-***,206-20-4728-65,5G,Smartphone
3101498307482,120273651189,407800479406557,164.68.124.234,260303214439-0600,310,120,310120,84663558,32051215,13610372,310-120-***,310-120-6583-40,5G,Smartphone
2400233324707,467292013546,306600641276025,178.134.145.236,260316220451+0100,240,7,24007,14715002,81542030,33500952,240-07-***,240-07-4154-32,3G,Smartphone
3106163248889,161757298937,670272762974549,199.92.100.202,260305191729-0500,310,120,310120,38742337,12688078,36342866,310-120-***,310-120-3581-37,3G,Smartphone
3101203818769,130508283230,782384379813881,37.31.217.92,260309055945-0700,310,480,310480,55514836,80474490,82150950,310-480-***,310-480-9772-69,3G,IoT Device
2400673231829,467616815724,553228420000001,60.137.226.67,260302172124+0200,240,7,24007,53284762,32135715,95501953,240-07-***,240-07-6440-80,3G,Smartphone
2405090255618,467344218299,824793657478122,60.104.254.180,260310230831+0100,240,5,24005,48785862,77298838,93437116,240-05-***,240-05-8877-22,4G,IoT Device
2407009004365,467315848266,855647831362483,86.144.84.236,260303102205+0200,240,16,24016,53169846,59602348,98761392,240-16-***,240-16-8682-15,5G,Tablet
2400807063369,467987950982,268801181040164,17.213.224.150,260311075651+0200,240,7,24007,80944243,26678492,84597332,240-07-***,240-07-3789-83,4G,IoT Device
2403836381643,467212694289,965954094642036,151.64.125.87,260223031702+0200,240,7,24007,27516806,59426552,80910050,240-07-***,240-07-3907-80,4G,Tablet
3100646255402,151235582430,997466131764644,181.30.156.121,260308064034-0600,310,120,310120,78851029,87270408,81183035,310-120-***,310-120-6072-42,3G,Tablet
2408824527905,467040433335,360823858495163,92.11.6.8,260321111546+0100,240,2,24002,28980544,23713785,22087330,240-02-***,240-02-7035-40,5G,IoT Device
2403391373265,467206011987,539483956178688,87.113.236.249,260221221834+0200,240,24,24024,11125006,11432363,34807303,240-24-***,240-24-3027-79,3G,IoT Device
2068298036577,324749160936,593793529520149,200.33.41.158,260303180010+0100,206,1,20601,19517739,26532086,80593346,206-01-***,206-01-2748-52,4G,Smartphone
2348750926322,447499821374,549886105611404,151.189.225.238,260311005521+0000,234,33,23433,27455344,79750301,81954799,234-33-***,234-33-5788-38,3G,Tablet
3106660811260,120230835669,218621280627153,180.103.255.144,260304010614-0500,310,410,310410,23414490,33556305,39340542,310-410-***,310-410-1348-53,3G,Tablet
2342691776829,447484401348,106655878735437,49.214.13.158,260308182756+0100,234,20,23420,99537557,83858433,80948559,234-20-***,234-20-1852-65,5G,IoT Device
2069101570908,324799144920,708151174926999,75.232.54.16,260228085829+0200,206,1,20601,94015259,66470487,93816810,206-01-***,206-01-4472-39,5G,Tablet
3108596932591,141508499323,245431442342669,39.137.101.110,260307203357-0700,310,480,310480,85141628,17351443,64736553,310-480-***,310-480-2468-76,4G,Smartphone
2406072348389,467259538280,482119780561299,123.145.247.163,260228174401+0200,240,4,24004,68270386,55813843,14018464,240-04-***,240-04-7520-91,3G,Tablet
2064186965613,324587612385,867063735143468,159.111.210.240,260227074442+0200,206,10,20610,29992004,42292892,88867841,206-10-***,206-10-9921-96,3G,Tablet
2343008696610,447368311395,134205830168094,68.189.68.198,260226212258+0100,234,38,23438,20751435,49330435,94538649,234-38-***,234-38-1664-13,3G,Tablet
2408397620534,467307779462,178090557266292,222.62.89.209,260306104330+0200,240,1,24001,56244783,12612210,84553181,240-01-***,240-01-8424-62,3G,IoT Device
2409140688413,467237312552,371950045617817,165.29.8.16,260322191700+0200,240,24,24024,11428262,37503499,32048331,240-24-***,240-24-7299-16,3G,IoT Device
2406385277895,467613371844,455138329029502,146.149.75.168,260312220556+0100,240,4,24004,63094995,49462227,78487095,240-04-***,240-04-1007-58,3G,Smartphone
2407341678127,467682210217,890533128213486,169.44.145.58,260319150047+0100,240,16,24016,33034395,86842305,83299666,240-16-***,240-16-5512-46,3G,Smartphone
2348318285605,447497079866,259712337706736,9.241.25.192,260316164257+0100,234,38,23438,79562011,29668825,12075251,234-38-***,234-38-8175-39,4G,Smartphone
2342235521650,447587146921,801740552192596,163.201.171.225,260322103259+0000,234,30,23430,71300688,89748303,15292851,234-30-***,234-30-9857-28,3G,IoT Device
2342205093869,447584249598,842949971145788,87.156.61.151,260316141922+0000,234,30,23430,71456344,14804924,97890180,234-30-***,234-30-9877-46,5G,Smartphone
3107673820974,151219177987,616032808299687,196.132.226.191,260306214711-0500,310,410,310410,30658164,27379520,52965279,310-410-***,310-410-3933-40,5G,Tablet
2060623504056,324895790012,475268858255442,83.203.107.79,260311055126+0200,206,1,20601,80274372,62770835,71832203,206-01-***,206-01-9718-50,5G,IoT Device
3103289463389,120256241528,553505517256292,191.81.57.125,260304195546-0600,310,260,310260,64177174,89070916,39749644,310-260-***,310-260-6783-88,4G,Smartphone
2068655078468,324709574430,360596524918911,178.92.42.116,260308154519+0200,206,10,20610,74587898,90396559,74994812,206-10-***,206-10-2674-38,5G,Smartphone
2064015364154,324815531325,931317123678136,36.191.30.161,260224152923+0100,206,5,20605,70039194,52590001,16146121,206-05-***,206-05-9544-52,5G,Smartphone
2405276981987,467909270452,415424998885622,150.12.135.185,260306091409+0200,240,4,24004,54411736,84813845,67465557,240-04-***,240-04-2787-46,3G,Smartphone
3107442275854,161759655942,773814822491165,173.116.169.22,260224173919-0500,310,410,310410,13408559,28270424,10839874,310-410-***,310-410-9297-63,4G,IoT Device
2409313215513,467055708368,344476291444889,67.139.226.86,260315220326+0100,240,4,24004,61414457,61784641,88709772,240-04-***,240-04-6027-57,5G,Smartphone
3107462025825,141531832812,355582381239204,12.221.177.179,260317195120-0600,310,480,310480,93760970,22429110,17916764,310-480-***,310-480-4638-64,4G,IoT Device
3107238750827,151281722577,530636054584726,46.110.26.236,260225194827-0500,310,120,310120,30770855,86667691,14388084,310-120-***,310-120-9512-41,4G,Tablet
2347683160827,447372173373,857638729205222,206.69.187.30,260303062327+0000,234,33,23433,87396393,86084622,92518294,234-33-***,234-33-2478-75,5G,IoT Device
2069143882325,324739835844,660862861777326,116.100.38.196,260318061936+0200,206,5,20605,48902041,43169938,12625340,206-05-***,206-05-2651-64,4G,IoT Device
2341279970292,447712053978,768002851375298,37.250.187.32,260224152237+0100,234,20,23420,79651607,42618558,27538006,234-20-***,234-20-9161-88,5G,IoT Device
2060832004879,324888897535,995699198523860,106.119.148.104,260307230625+0100,206,1,20601,15427468,37111336,12326935,206-01-***,206-01-3207-56,4G,IoT Device
2349517152391,447329295014,366877857483093,149.155.143.47,260226003108+0100,234,15,23415,10659341,87383120,65778794,234-15-***,234-15-7354-92,3G,IoT Device
3102602213217,151272019111,613492946122019,1.14.134.248,260318035233-0500,310,260,310260,14283875,69927008,28251835,310-260-***,310-260-9189-21,5G,Smartphone
2343049366538,447327481242,234833351408682,201.15.1.245,260223074405+0100,234,15,23415,55252261,11173352,87367064,234-15-***,234-15-4243-89,5G,IoT Device
2349355610399,447529701371,290426794365858,189.84.173.205,260312100404+0000,234,15,23415,59216380,61991753,51197481,234-15-***,234-15-5697-58,3G,Smartphone
2060270615927,324687402990,694738311669063,82.137.250.252,260311101733+0100,206,1,20601,27446641,26976230,47768705,206-01-***,206-01-5249-19,5G,Smartphone
2400340301095,467679756491,597797457955462,47.172.20.96,260312032539+0200,240,8,24008,43030652,43726394,74366996,240-08-***,240-08-5277-30,5G,IoT Device
2400801810306,467931764172,668821818080815,147.9.40.20,260317003747+0100,240,7,24007,70097492,24415273,29881959,240-07-***,240-07-8565-65,3G,Smartphone
2408067130735,467004584743,637699212130096,138.29.253.118,260306114822+0100,240,8,24008,34390832,56833070,81362450,240-08-***,240-08-1996-69,3G,Smartphone
2340318053396,447474666215,885371261832700,22.135.91.69,260306014613+0100,234,30,23430,17728375,45702503,64087642,234-30-***,234-30-8036-86,4G,Tablet
3100110797714,120204938819,947013954905315,84.111.174.3,260303021135-0800,310,120,310120,33101632,15676997,44295540,310-120-***,310-120-6088-52,5G,IoT Device
2403137971669,467941661237,484741860779433,220.194.73.86,260314215241+0200,240,24,24024,33380113,53260996,68638880,240-24-***,240-24-7471-87,5G,Tablet
2061426203708,324882116020,946678484181359,38.203.183.182,260224192421+0100,206,10,20610,86713815,78847686,89923159,206-10-***,206-10-2866-88,4G,Smartphone
3108894801864,141582217588,412912289785708,24.143.32.194,260302110104-0600,310,120,310120,33162629,18283177,13448448,310-120-***,310-120-2368-66,3G,IoT Device
2341236914961,447328794296,851201738276970,67.61.29.251,260306085748+0000,234,30,23430,45854181,15789440,89032992,234-30-***,234-30-8771-50,4G,IoT Device
2346156078327,447588356517,879850296240964,58.194.184.56,260301141225+0000,234,38,23438,91849299,60508091,61503459,234-38-***,234-38-2931-43,3G,IoT Device
2064217028516,324625936488,267849600893486,213.28.66.119,260228080032+0200,206,20,20620,81498245,77351635,40595207,206-20-***,206-20-1419-44,4G,IoT Device
2408799160911,467313193592,374570646133760,206.128.112.174,260317065730+0200,240,4,24004,55866092,35042392,43369932,240-04-***,240-04-5235-60,4G,Smartphone
2400254472419,467065034409,658870366177182,111.120.19.33,260226135605+0200,240,8,24008,44721033,89798773,82241369,240-08-***,240-08-9372-22,4G,Tablet
2404174681359,467266486989,434169639698748,33.123.184.117,260307202141+0100,240,16,24016,61158753,86131167,51922948,240-16-***,240-16-8564-80,3G,Smartphone
2401192920753,467605117160,404767159886365,61.67.68.75,260223140523+0200,240,8,24008,43360201,65135245,96921883,240-08-***,240-08-5279-50,5G,Smartphone
2066700099424,324994204664,847260389667605,100.45.43.170,260321211607+0100,206,10,20610,68492621,45182600,31720358,206-10-***,206-10-6368-57,5G,Smartphone
2405809745338,467906235466,275565012654016,126.240.240.194,260222081717+0200,240,8,24008,94909357,54829000,91020593,240-08-***,240-08-7940-56,4G,Tablet
2342212242767,447746259160,239125131241158,70.225.59.112,260301105935+0000,234,10,23410,43715633,81592930,79399893,234-10-***,234-10-1150-98,5G,Tablet
3109867782312,161795704726,453156662612120,219.180.115.78,260305193120-0500,310,120,310120,37365779,80969219,43719321,310-120-***,310-120-9795-11,3G,Tablet
2069680785254,324924218385,439863175400644,57.163.33.29,260315191352+0200,206,10,20610,97620185,59315248,48279828,206-10-***,206-10-4735-65,4G,IoT Device
3103274897917,151263342720,357198958862175,3.115.57.110,260222100516-0700,310,260,310260,11693235,97919966,82867071,310-260-***,310-260-4224-19,3G,Smartphone
2403069358824,467935340018,192776096778481,92.210.155.40,260309113429+0100,240,16,24016,67040474,56350800,33119000,240-16-***,240-16-5045-15,4G,Tablet
