IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type
240704792337111,467087696324,277006068321149,170.66.239.46,240,45,24045,93671781,38774606,22741652,240-45-1666,240-45-1666-30,3G
240290375473176,467041220463,381367955183078,78.247.113.107,240,73,24073,98664496,60131445,55017039,240-73-6134,240-73-6134-93,4G
240821354759583,467021937367,676916421676668,29.198.56.123,240,97,24097,43540430,88259002,63656193,240-75-2431,240-66-2431-68,5G
240131389758243,467080461593,305879150798346,52.155.39.138,240,1,24001,95874847,23271933,89978221,240-80-2283,240-30-1092-36,3G
240945579492164,467065271894,396107630833888,48.65.221.241,240,53,24053,37660744,71536023,60779491,240-78-8455,240-59-2795-10,3G
240113046153741,467033300815,842059417678556,205.54.121.140,240,68,24068,10113990,49961899,91299756,240-68-1354,240-68-1354-49,3G
240641110627387,467094475015,894122129117804,79.97.90.241,240,35,24035,67047835,49941191,40375657,240-35-1980,240-35-1980-58,3G
240975056746888,467057889629,411983964212519,152.178.131.149,240,72,24072,84740144,25176963,49591875,240-72-6186,240-72-6186-74,4G
240221375461038,467031360425,543865869357706,12.142.132.87,240,12,24012,43468566,42904117,20695649,240-12-1307,240-12-1307-30,3G
240929733980313,467056498948,470399579630082,25.207.117.142,240,32,24032,61810613,54881442,95546424,240-32-8170,240-32-8170-87,5G
240283431606615,467018359407,903909273411520,198.223.244.11,240,62,24062,39755149,19590657,96325712,240-62-4302,240-62-4302-40,4G
240285728808976,467024509452,428447025700497,17.126.8.247,240,98,24098,46519534,91250132,38951607,240-98-5512,240-98-5512-96,4G
240039758537719,467002240357,579903482915013,70.238.150.51,240,45,24045,75182932,47579325,91057044,240-45-9182,240-45-9182-94,5G
240890986167664,467058278893,523260822395354,150.175.175.76,240,74,24074,76558696,26315750,78546064,240-74-5650,240-74-5650-32,4G
240592821660284,467048566716,426348145586141,36.188.231.252,240,78,24078,92745640,55497280,98713634,240-52-9203,240-55-6043-48,3G
240081144824375,467058069420,181578460424529,51.151.187.3,240,13,24013,49635632,34926666,76402524,240-13-1162,240-13-1162-43,3G
240782299767055,467024876185,564992865003645,207.244.210.69,240,99,24099,61373379,46828151,52742065,240-99-6663,240-99-6663-50,4G
240362868252508,467027593547,649012121216222,107.128.4.157,240,59,24059,81924352,22251563,64416182,240-59-2194,240-59-2194-53,3G
240435158059903,467045044983,698552289498768,80.30.90.110,240,15,24015,16575871,31902414,33439082,240-15-1736,240-15-1736-42,3G
240272170462393,467020688706,486081625234834,69.89.98.254,240,99,24099,92910259,58123769,69165315,240-99-3594,240-99-3594-59,4G
240587961726740,467030371271,880891657003682,10.72.86.243,240,22,24022,89230641,69572472,70610107,240-22-7231,240-22-7231-65,5G
240976085578690,467070852815,462321609807640,213.162.105.67,240,53,24053,53513360,98316725,69340762,240-01-8595,240-16-6034-55,5G
240900453832495,467055776107,273670426537537,124.83.0.196,240,31,24031,51853594,72869517,14409734,240-31-8298,240-31-8298-75,5G
240960757571142,467087753420,920608577365651,133.79.43.106,240,29,24029,27582573,91003750,63421735,240-29-7968,240-29-7968-87,5G
240266362819693,467026680404,482152716970550,107.183.166.216,240,15,24015,13055433,31417724,70053747,240-76-1769,240-36-4761-50,3G
240436316950452,467083371013,966498147801433,133.229.51.44,240,29,24029,49128506,82433759,60828414,240-29-5273,240-29-5273-13,4G
240439180508358,467012424894,317237881071095,52.172.76.207,240,70,24070,70545495,29954530,69762134,240-13-7453,240-92-5246-56,5G
240292346457331,467070809091,668480830639082,50.175.144.87,240,74,24074,56190819,93202412,82498604,240-80-3471,240-95-8328-49,4G
240691328427071,467061182981,881106941641499,142.235.20.67,240,26,24026,75225779,49027608,52266086,240-14-9427,240-42-6813-53,3G
240306241417825,467045391885,346781224438661,71.231.129.13,240,21,24021,51342462,71537290,10104926,240-21-8987,240-21-8987-80,5G
240848137271431,467050880520,719367791455614,149.74.51.48,240,25,24025,45154055,76775842,72557877,240-51-4060,240-40-5519-78,5G
240387540567765,467071913072,200608602227600,65.15.59.111,240,32,24032,61858526,89423022,92427854,240-32-9689,240-32-9689-54,5G
240945873597149,467063118231,830674403385991,37.190.150.213,240,66,24066,12134976,92811885,89972827,240-66-8678,240-66-8678-12,5G
240356015359193,467071742998,513974575563460,17.210.229.203,240,40,24040,65543409,40935944,30319258,240-40-2058,240-40-2058-11,3G
240318480786997,467053894109,629906358764013,25.126.7.181,240,4,24004,67268821,85379902,69264815,240-19-6631,240-88-4418-29,4G
240478408152717,467082034774,364648079179268,179.166.118.200,240,17,24017,92928845,84564841,76396344,240-17-2227,240-17-2227-13,3G
240095023354980,467075527069,336350752782478,186.183.165.154,240,64,24064,20472554,25710312,92358311,240-64-5879,240-64-5879-10,4G
240215786274538,467006023714,216056794478737,169.246.125.127,240,91,24091,74666412,76478633,22323728,240-91-3126,240-91-3126-70,3G
240604828156006,467086016863,360810735561947,216.58.228.82,240,89,24089,33505820,33538226,57884128,240-89-8585,240-89-8585-33,5G
240700296272470,467020616291,218055089682505,222.182.103.56,240,48,24048,73770671,77660244,25263452,240-48-8039,240-48-8039-64,5G
240112443686165,467075253824,845127015787559,120.29.167.150,240,84,24084,76919154,79776098,89605258,240-84-1517,240-84-1517-98,3G
240463590055293,467010088609,206674047238248,164.57.83.105,240,41,24041,16092002,97002301,38269193,240-41-5439,240-41-5439-24,4G
240580921577971,467036537730,350030435764408,177.95.130.176,240,83,24083,86458398,99753433,73335593,240-83-3288,240-83-3288-57,3G
240425070294469,467057876143,316013117457130,148.216.113.192,240,52,24052,12680862,68524478,29735741,240-53-2796,240-81-6514-29,4G
240955359128922,467016069313,363044178158596,166.215.155.59,240,14,24014,55529170,43767787,88649341,240-14-5470,240-14-5470-12,4G
240642691072895,467052473047,457122382241306,153.27.197.31,240,34,24034,97068713,43120277,59111256,240-19-6144,240-32-8590-44,4G
240370550784972,467029333321,727706682021747,187.59.166.227,240,27,24027,70051978,91132161,98985725,240-27-4740,240-27-4740-47,4G
240109991452757,467065179290,145993782352735,178.47.26.12,240,48,24048,47235471,20523807,57012099,240-48-4300,240-48-4300-37,4G
240277461809389,467010205293,945106165396306,39.0.141.104,240,58,24058,39851838,31915999,41692746,240-58-4505,240-58-4505-15,4G
240319818997277,467019161873,925706788640905,33.189.196.55,240,65,24065,19414326,23466746,10157153,240-82-8444,240-69-6207-59,4G
240103215499774,467045635680,329031568884313,171.95.67.66,240,71,24071,20795257,15104480,62667307,240-71-9121,240-71-9121-52,5G
240948494151004,467070164096,963830839926142,150.64.159.221,240,18,24018,88765069,58879100,57314947,240-30-8227,240-46-9236-43,5G
240341371306109,467091440714,975598714031863,93.115.59.206,240,68,24068,88143075,56258364,87588847,240-68-3813,240-68-3813-50,4G
240283714614754,467002227889,241060066215488,145.155.9.159,240,99,24099,38610724,55466433,84437731,240-99-3082,240-99-3082-46,3G
240640107207817,467023724967,516383322932622,67.5.159.253,240,21,24021,60261729,64275557,63030711,240-21-9168,240-21-9168-80,5G
240600045936013,467019628594,788827748054707,33.223.100.120,240,10,24010,90924010,52109725,86041819,240-97-2192,240-95-4348-35,5G
240434846050837,467068998097,397997899666963,19.235.167.226,240,47,24047,28712890,90432244,61736731,240-47-1235,240-47-1235-32,3G
240928590520103,467043936558,749811287525199,36.181.214.204,240,88,24088,43145389,56911642,77906143,240-88-9169,240-88-9169-57,5G
240525182089366,467047701287,358395821051834,35.61.113.165,240,86,24086,72797720,81994473,76273004,240-86-2846,240-86-2846-67,3G
240850882554003,467035339223,672195887025575,201.105.90.63,240,75,24075,26362616,91940358,79538956,240-29-8605,240-76-6475-14,3G
240288325994950,467006925231,181791374510286,73.165.10.26,240,9,24009,68921242,69295825,42549836,240-09-8147,240-09-8147-90,5G
240289717493418,467018930163,879238759159299,174.89.224.117,240,42,24042,25027732,64743454,47176260,240-15-7037,240-74-8528-57,4G
240935409995428,467049909263,756070519813998,215.240.252.8,240,63,24063,48332623,85418335,82599173,240-63-8289,240-63-8289-15,5G
240921244095129,467086284751,259510046533898,79.252.185.6,240,5,24005,78341150,84935663,58344959,240-05-2710,240-05-2710-93,3G
240857182350139,467065126166,529115474999902,60.88.218.145,240,26,24026,52635197,46615226,49269073,240-37-4225,240-83-1748-86,5G
240205693166547,467077980259,194974603228072,28.27.135.12,240,91,24091,42270043,57544950,98578691,240-22-6569,240-63-9051-45,4G
240729833116561,467072356468,838942591531484,211.185.130.220,240,94,24094,59032997,54300800,57799961,240-94-2320,240-94-2320-64,3G
240506588786918,467010820401,441733219999033,25.93.6.240,240,17,24017,84655954,25072100,59138090,240-17-1090,240-17-1090-70,3G
240407724695697,467020095674,837278064601294,195.191.187.118,240,70,24070,46762882,37706547,13913211,240-70-1608,240-70-1608-29,3G
240740272161542,467025090209,897241612062326,119.61.132.145,240,63,24063,66398142,36047216,45377079,240-63-8011,240-63-8011-58,5G
240781644610455,467087910315,781285481450008,88.18.189.115,240,89,24089,21021316,15424768,89838303,240-82-5431,240-60-4214-31,4G
240808196916995,467090972931,558392442597951,66.69.244.69,240,75,24075,91435442,39336004,35748753,240-75-6416,240-75-6416-37,4G
240378117394468,467067581385,281172912105869,6.78.124.50,240,38,24038,85812706,48339763,34526160,240-87-1418,240-71-8056-34,5G
240920812790625,467044686440,943199417349616,209.255.231.192,240,79,24079,78679465,34906450,47444347,240-18-3229,240-25-1274-78,5G
240257380950169,467026978526,855659341945338,96.13.174.179,240,64,24064,34233152,11695464,91419821,240-36-9863,240-56-1218-94,3G
240615562989409,467083436921,526435750465026,182.243.33.133,240,64,24064,74382494,19724364,58162420,240-64-2371,240-64-2371-22,3G
240906213349347,467071387052,893997901078493,163.71.80.71,240,15,24015,36356390,44684919,47169677,240-69-5422,240-58-2125-72,5G
240764377155681,467078440476,606335502790725,143.111.187.162,240,31,24031,40757695,69169940,40797311,240-31-6771,240-31-6771-43,4G
240495612127818,467033362660,357499965878452,143.122.74.184,240,30,24030,85356917,81358987,14059518,240-30-8668,240-30-8668-41,5G
240022446445554,467049022851,674344295320043,113.17.168.194,240,29,24029,65340970,16443516,39713108,240-29-3657,240-29-3657-62,4G
240910930230540,467099593785,871198096673883,48.60.235.252,240,97,24097,97708635,99663370,87455893,240-97-8127,240-97-8127-45,5G
240276898841466,467069945855,583633483855057,49.58.161.37,240,89,24089,95549101,44982255,88725648,240-89-1376,240-89-1376-67,3G
240148351916551,467017125284,685558558113209,56.215.100.40,240,20,24020,76320935,88617017,58409733,240-20-5318,240-20-5318-87,4G
240600104109744,467089492004,207667271933436,79.228.36.151,240,12,24012,35421193,16248808,79400350,240-12-9952,240-12-9952-50,5G
240290904390443,467087297635,505280140404343,9.246.3.226,240,44,24044,18961976,99189210,12085520,240-44-5506,240-44-5506-42,4G
240137730908122,467063843477,482823477591889,97.32.184.236,240,26,24026,57172110,28418594,71016026,240-26-3229,240-26-3229-99,3G
240393336699416,467084949350,914105439302833,77.23.21.11,240,80,24080,66695856,84925747,57475852,240-80-8088,240-80-8088-50,5G
240512083682112,467081186085,515936781601687,168.251.220.36,240,47,24047,49702363,54708086,34471456,240-47-2830,240-47-2830-39,3G
240966226490619,467090628137,370607624998460,189.141.142.82,240,6,24006,99918363,60888016,75710657,240-06-5696,240-06-5696-65,4G
240888725263083,467065013568,637902074260612,152.54.164.149,240,46,24046,50694741,77316436,80541633,240-46-4291,240-46-4291-88,4G
240821270681430,467021690063,115862365036264,134.229.236.158,240,90,24090,98453460,46358193,56538113,240-90-2209,240-90-2209-60,3G
240909389771309,467081949108,227287078685559,198.35.247.105,240,83,24083,24378634,65421475,31515116,240-83-2451,240-83-2451-70,3G
240181434761332,467029036751,158815938469296,152.139.204.227,240,36,24036,70925229,85368356,84868838,240-36-2909,240-36-2909-41,3G
240056637541278,467051844290,996034204464427,135.136.60.16,240,15,24015,22751143,23955058,93813593,240-15-1700,240-15-1700-86,3G
240440677673958,467074517092,995686195974201,194.243.172.207,240,53,24053,91831230,68186933,64861162,240-53-2245,240-53-2245-33,3G
240539915155792,467097680485,798794916382986,130.164.65.196,240,17,24017,81385901,91391986,85742364,240-17-9880,240-17-9880-89,5G
240036798514035,467000063480,616079739928583,40.192.138.172,240,6,24006,46056346,60625417,42399662,240-06-7391,240-06-7391-29,5G
240516649658945,467056784957,761453956340886,199.180.206.43,240,8,24008,86961463,92720564,27596067,240-08-9764,240-08-9764-37,5G
240710837546517,467094461081,411857811404827,29.2.235.206,240,2,24002,37033029,86215604,75741830,240-02-4578,240-02-4578-91,4G
240831554339845,467022517591,405411321511422,21.174.76.77,240,68,24068,96442760,31636744,99281030,240-35-2806,240-64-6787-59,3G
240278822524984,467085405513,939760872697244,197.168.238.14,240,37,24037,18396542,35039558,52052156,240-37-6813,240-37-6813-65,4G
240654199459241,467055904691,416135690184396,123.85.105.226,240,16,24016,81547611,87301941,68183043,240-45-7497,240-30-8199-20,5G
240537629483612,467064352239,351737909107241,144.208.99.126,240,71,24071,53663981,43859594,62903993,240-71-1083,240-71-1083-94,3G
240780583436294,467054535060,285467394703206,192.152.139.220,240,97,24097,57140387,40955165,33930508,240-97-2043,240-97-2043-29,3G
240343800283640,467070961124,401961120617183,126.102.180.245,240,3,24003,33761829,12204747,10406613,240-03-2866,240-03-2866-40,3G
240769174262402,467065363996,797296251727911,112.38.90.116,240,76,24076,63602878,33963176,43441231,240-76-5744,240-76-5744-15,4G
240338819728157,467006996216,757843168836650,175.130.163.163,240,25,24025,12741055,99925238,31037345,240-25-6773,240-25-6773-90,4G
240706589677890,467023731662,532595547692636,152.132.227.84,240,45,24045,73152233,20380443,83274625,240-94-6995,240-71-6603-67,5G
240989903074505,467045999550,246899631045825,28.191.187.174,240,30,24030,14220607,43778843,89944450,240-30-3427,240-30-3427-40,3G
240059443202422,467020244532,578970424006060,2.128.68.67,240,25,24025,92594529,98797768,25695501,240-25-3084,240-25-3084-67,3G
240817432174525,467030413928,645434671768781,140.168.137.27,240,95,24095,76154722,36380504,40900272,240-95-8400,240-95-8400-54,5G
240293805955818,467004020079,343572540058346,18.144.76.155,240,94,24094,36234394,63899107,20010459,240-94-4983,240-94-4983-15,4G
240011100132347,467047036462,157128599748963,123.241.97.149,240,9,24009,94724038,65047262,96181665,240-09-2164,240-09-2164-85,3G
240213233942671,467095338459,620669316330235,129.114.225.151,240,11,24011,45618359,50481592,57350896,240-11-1765,240-11-1765-33,3G
240301136211056,467060875571,347533344937062,204.2.24.168,240,48,24048,75584164,99953190,87298291,240-43-5759,240-95-4758-93,5G
240043756715321,467026023861,150774956601729,149.231.175.74,240,20,24020,48108478,62426115,85115046,240-20-2167,240-20-2167-44,3G
240338063239158,467063308846,764458058958930,105.169.152.44,240,8,24008,89347387,12935995,55320539,240-08-5060,240-08-5060-98,4G
240870863704500,467034367785,981783091901841,151.46.39.103,240,18,24018,99224097,94666769,13544877,240-18-6357,240-18-6357-93,4G
240593269985953,467052544158,156848371606263,210.233.16.124,240,38,24038,19496974,10692189,88357064,240-38-9901,240-38-9901-17,5G
240106414378083,467017865824,840131265045712,93.245.56.136,240,30,24030,15088295,31355667,99623216,240-30-9817,240-30-9817-61,5G
240709812009310,467030382696,649308888622847,134.168.138.1,240,11,24011,87304111,65250054,96447193,240-13-9565,240-40-4372-59,4G
240704617887721,467050494907,301802893442073,211.212.112.1,240,79,24079,85602539,24470963,50432979,240-79-7319,240-79-7319-24,5G
240957675404036,467019452508,588203466147357,81.176.49.46,240,90,24090,72704557,12195756,78185404,240-90-9757,240-90-9757-34,5G
240369941854806,467098541222,931273423633689,211.47.24.9,240,31,24031,12947793,78301565,33859887,240-31-2882,240-31-2882-56,3G
240638464433235,467057403319,919794442930264,103.133.145.29,240,9,24009,77758561,69457168,75982252,240-09-5642,240-09-5642-36,4G
240638701447152,467052684948,626609553419440,56.221.5.6,240,25,24025,11822795,91680230,78433225,240-17-6857,240-07-6583-42,3G
240957635957649,467065377002,808060860643655,217.172.74.74,240,77,24077,88131604,38685049,44749237,240-77-5592,240-77-5592-77,4G
240341186286276,467009892409,468305890550701,91.44.9.204,240,75,24075,52561578,52222062,68481080,240-05-7426,240-39-8818-10,4G
240188613318547,467009183824,418136717176603,66.17.144.203,240,43,24043,41495618,66171517,19840217,240-43-6632,240-43-6632-59,4G
240347711643747,467048193003,543175390815420,164.121.26.110,240,37,24037,53189353,69816039,63425912,240-37-5982,240-37-5982-28,4G
240793424665812,467067108291,446674148176349,167.38.111.98,240,2,24002,31236187,30912418,24689656,240-02-6000,240-02-6000-69,4G
240387582812929,467068803011,274160633404460,154.216.4.186,240,8,24008,80000002,66681427,57754699,240-08-9431,240-08-9431-37,5G
240629279237171,467065555818,787011110443771,112.230.230.34,240,12,24012,88778774,14843626,37205995,240-12-1863,240-12-1863-85,3G
240539263268792,467012525993,873239795080549,99.60.164.4,240,28,24028,25848443,94920198,76316605,240-77-3567,240-13-7852-63,4G
240647554129734,467009036700,836182833533022,190.167.106.92,240,50,24050,87308093,44435958,23008389,240-50-9161,240-50-9161-54,5G
240792525779721,467081368239,201667188033463,95.253.74.22,240,70,24070,26893881,79197462,52710721,240-70-5196,240-70-5196-42,4G
240645033463959,467069347712,136010423720257,124.19.71.121,240,65,24065,17273748,40522997,25716542,240-65-3665,240-65-3665-79,4G
240752167475299,467026651715,612612760876392,117.104.155.198,240,61,24061,66469376,32216534,29517313,240-61-5914,240-61-5914-50,4G
240546207456106,467001679335,574524594501108,27.151.213.34,240,51,24051,12975798,87166527,57508754,240-51-4346,240-51-4346-74,4G
240583410478719,467087666520,732094516849877,129.62.171.234,240,17,24017,64882838,78692599,39148615,240-17-3861,240-17-3861-54,4G
240263123335768,467099594840,965658602319178,146.137.119.83,240,64,24064,40764310,27875442,31257943,240-40-2336,240-82-3048-36,5G
240340503645178,467034494516,297625095024131,50.166.172.88,240,13,24013,25889624,87969920,43542044,240-13-8476,240-13-8476-30,5G
240645796662453,467059901783,553478072895087,116.198.189.28,240,29,24029,85537825,51632898,18276607,240-29-5161,240-29-5161-10,4G
240925608224656,467002325955,483643538257974,179.251.53.166,240,62,24062,19508339,19576434,13338257,240-62-7120,240-62-7120-40,5G
240119165016570,467054452380,856819833473822,49.92.205.183,240,14,24014,61805954,43578018,48805697,240-14-8860,240-14-8860-58,5G
240142938020205,467062637746,126251360507244,129.163.74.111,240,44,24044,93865676,22339937,27785191,240-80-9960,240-65-4139-25,3G
240261233630340,467070640839,966666979116149,6.0.108.82,240,79,24079,55609086,47179651,97972588,240-79-6019,240-79-6019-64,4G
240018274587530,467028182172,997125500785330,65.40.81.192,240,98,24098,48437481,67863146,45032400,240-98-6073,240-98-6073-86,4G
240132520104455,467099256054,964085956126630,58.62.106.133,240,17,24017,66845999,25553116,44106537,240-17-9932,240-17-9932-89,5G
240587189811036,467010001491,628690786970941,49.227.171.98,240,71,24071,39920620,12250350,86519626,240-71-1986,240-71-1986-91,3G
240824809067651,467009430653,713083808313797,141.11.174.88,240,87,24087,45066365,75959626,52813909,240-98-4092,240-62-6490-85,3G
240935725385016,467012086179,846999363888809,210.95.140.243,240,23,24023,14455473,91116239,30423517,240-45-8705,240-49-6490-68,3G
240513132918157,467025955555,207546632395527,157.69.215.50,240,22,24022,92652198,75459152,42731785,240-22-7515,240-22-7515-32,5G
240071555233178,467007784504,795823251892380,81.152.81.231,240,50,24050,11678656,14800361,23686303,240-78-4714,240-99-5904-34,3G
240223409429419,467051893772,813714206251025,157.144.9.132,240,25,24025,16261901,84464815,39873602,240-25-6497,240-25-6497-63,4G
240594545794058,467051522690,620819894717833,21.53.36.169,240,48,24048,92624026,35603851,54944380,240-48-9886,240-48-9886-16,5G
240910828930557,467071011149,557483055263567,44.32.169.55,240,39,24039,37921225,97361999,29855747,240-39-3806,240-39-3806-76,4G
240438515339079,467083449739,429303034924601,138.12.37.192,240,70,24070,22339273,29788952,48567600,240-25-8723,240-98-3387-31,4G
240880807199548,467070800916,697579148338578,135.71.146.66,240,73,24073,32670382,95738789,17619455,240-57-6225,240-08-8197-90,3G
240224618147604,467080416695,573143991750602,113.60.145.172,240,2,24002,57866994,73451382,43400406,240-02-3800,240-02-3800-86,4G
240958011540051,467008889731,383697272609840,122.167.94.151,240,36,24036,78288770,89278977,27875246,240-84-5428,240-60-8843-67,5G
240792125587919,467024316734,733460247346669,11.70.202.5,240,58,24058,30165106,11590638,74910781,240-58-8131,240-58-8131-85,5G
240546476118878,467031379566,601184635720920,35.50.214.87,240,91,24091,59663219,95892892,55757061,240-91-9598,240-91-9598-71,5G
240241036387939,467042185524,799026406993925,2.253.226.157,240,73,24073,31316264,97767915,24493949,240-32-6703,240-34-1691-14,4G
240191490792127,467024339045,160448591787533,200.149.197.90,240,33,24033,82198426,99303559,48744197,240-45-4559,240-53-3275-94,3G
240717242504858,467006026858,693216406783088,43.41.130.67,240,9,24009,72082696,69954623,71073363,240-09-1755,240-09-1755-45,3G
240583921132967,467022681324,128424340524178,49.142.39.81,240,23,24023,47875444,10542754,23276615,240-23-7814,240-23-7814-79,5G
240191008850712,467062449295,362522138775459,122.237.242.10,240,43,24043,78310766,39571376,26659704,240-43-8097,240-43-8097-96,5G
240095753413405,467053877838,407459673036868,43.205.240.237,240,7,24007,86203899,88944187,94454844,240-07-9406,240-07-9406-40,5G
240852178750096,467049030166,728943899570567,96.88.226.71,240,24,24024,47748980,57121026,77834482,240-24-4518,240-24-4518-73,4G
240098635534132,467038707084,757372283345977,55.92.72.59,240,42,24042,34243479,53553800,10773692,240-42-8480,240-42-8480-67,5G
240030794314452,467051231604,936731105481332,183.216.151.121,240,13,24013,17604695,72160794,45445851,240-13-7540,240-13-7540-40,5G
240540220401677,467073989449,622801759409009,16.209.227.128,240,81,24081,40916079,65838632,61923646,240-81-1764,240-81-1764-57,3G
240211988564341,467079567696,155324900287863,161.150.85.18,240,59,24059,48476611,52772583,65738280,240-59-8051,240-59-8051-23,5G
240574422365978,467036240081,374839414257392,168.1.120.8,240,6,24006,52214859,60561743,44858329,240-06-4467,240-06-4467-44,4G
240667570706537,467013246005,526565451907333,29.147.151.81,240,87,24087,77883118,91242492,76570173,240-31-4221,240-78-3221-81,4G
240069780607447,467056998546,266455608337546,206.187.180.42,240,50,24050,51457534,58257544,21767983,240-50-1546,240-50-1546-22,3G
240080554340954,467045100092,992074591821634,200.18.10.208,240,52,24052,37488582,15016855,35346410,240-52-9053,240-52-9053-62,5G
240753092762362,467079460107,993121852038942,79.223.84.236,240,83,24083,41227073,30959139,75544768,240-83-3941,240-83-3941-66,4G
240578744827674,467093793597,956521330986167,130.110.48.139,240,92,24092,68905226,51335215,41268187,240-92-8103,240-92-8103-73,5G
240971112652622,467012935767,757915601132294,192.190.125.12,240,52,24052,92388493,92596681,40540219,240-52-8178,240-52-8178-64,5G
240424472556955,467021132722,389477896849709,192.158.145.179,240,62,24062,14173597,92937213,41735281,240-62-9166,240-62-9166-28,5G
240911052694193,467099275859,127961853811148,56.69.49.243,240,25,24025,31006773,13714797,29962593,240-25-9358,240-25-9358-67,5G
240028425333368,467076745335,827343530314340,5.124.187.148,240,24,24024,16646033,87738911,23024692,240-24-5309,240-24-5309-78,4G
240174394681604,467046051488,817875648186626,160.209.163.183,240,52,24052,63026003,64010477,94559906,240-52-3993,240-52-3993-12,4G
240337974457848,467007360811,452710607433888,195.59.219.24,240,7,24007,17058488,75638840,61117648,240-07-7022,240-07-7022-31,5G
240387998348768,467026760904,773002570707613,80.86.134.116,240,22,24022,58533934,59888696,97503007,240-65-8533,240-68-5341-45,5G
240933129042892,467015345908,507010574700545,112.242.244.188,240,65,24065,17631209,13803041,56480414,240-60-9244,240-24-7666-78,4G
240905016993306,467008790606,542310917858631,177.153.160.172,240,81,24081,84356914,29708924,80367431,240-81-9186,240-81-9186-28,5G
240221035729917,467052904143,990826158495290,139.169.215.23,240,12,24012,10083823,41130295,49091188,240-12-1393,240-12-1393-81,3G
240620230403605,467069354962,857725513033061,103.211.4.238,240,5,24005,15096767,93113917,37418820,240-09-6927,240-46-5359-56,3G
240633104310919,467010129889,864960945740637,52.11.37.224,240,90,24090,76384136,38337173,78662354,240-90-8736,240-90-8736-77,5G
240619946879720,467028617679,160105658265264,123.211.131.137,240,45,24045,14108430,97051601,96871261,240-45-5663,240-45-5663-69,4G
240357463253398,467038669898,739950771704509,150.195.103.124,240,99,24099,23307195,42580832,88579958,240-99-3449,240-99-3449-94,3G
240830822004858,467072923418,608164699931610,213.36.116.50,240,23,24023,70826802,48528097,50954227,240-23-1529,240-23-1529-65,3G
240613041773134,467046392152,914256266352110,79.142.243.154,240,30,24030,77803673,46572823,57247657,240-09-7432,240-02-9602-59,5G
240798043329255,467005313011,732317548197595,210.231.22.130,240,64,24064,83894107,23498773,84747106,240-64-2596,240-64-2596-75,3G
240420485726666,467002641872,264680523331836,65.196.4.104,240,27,24027,43971625,86490227,35962407,240-27-6887,240-27-6887-29,4G
240213177465980,467044767507,143855344111615,169.123.213.16,240,47,24047,31408477,53110191,10131617,240-33-2540,240-14-4080-30,4G
240171680187448,467017905172,775335234602424,135.12.124.113,240,5,24005,56028307,23753710,56917600,240-05-7410,240-05-7410-60,5G
240813064244147,467070487846,684077868861397,90.234.67.165,240,31,24031,58709249,43509277,67120175,240-31-2171,240-31-2171-17,3G
240602496930815,467058374238,613767080113143,79.210.248.33,240,72,24072,66172147,38973744,85661847,240-72-9558,240-72-9558-78,5G
240765217832728,467030209689,618042686581357,78.246.55.223,240,30,24030,57512047,62203878,27052317,240-22-2760,240-71-7675-54,5G
240651284489891,467010720774,507430897689769,197.114.89.177,240,40,24040,52476683,13480310,41701913,240-94-7334,240-79-7707-37,5G
240870753853310,467006641262,637060903993700,200.180.46.74,240,56,24056,88998159,74849272,26068541,240-56-2394,240-56-2394-11,3G
240620362985377,467061748986,540754498608152,215.99.188.188,240,13,24013,22154145,57044617,46345854,240-13-4919,240-13-4919-98,4G
240105570684653,467013274056,961027502311803,205.39.196.168,240,43,24043,68014120,18177436,37050672,240-43-7498,240-43-7498-15,5G
240203821303753,467024577496,672948112003231,19.93.44.83,240,41,24041,79375002,83691991,98782128,240-41-6846,240-41-6846-22,4G
240749152000840,467027856470,814031872930227,219.237.134.68,240,25,24025,14721797,36353815,56904555,240-25-8090,240-25-8090-40,5G
240014157553880,467071548852,296047092422128,205.196.132.227,240,83,24083,91121951,74343546,96305165,240-83-6033,240-83-6033-90,4G
240136874259457,467033978753,619686055754284,211.1.26.164,240,87,24087,61567981,31091631,47574898,240-38-5716,240-45-1775-43,3G
240648207386148,467051303202,870225789531723,51.141.2.77,240,66,24066,24696252,99841401,52014321,240-24-4633,240-47-7847-38,5G
240387204276352,467085466552,504142401003465,142.65.45.218,240,35,24035,69835570,74095523,27124269,240-35-8596,240-35-8596-70,5G
240199114580156,467099629191,408644620368587,139.174.198.242,240,88,24088,86111797,35968280,93537058,240-60-2350,240-74-7296-25,5G
240130932684444,467078749170,126210540557085,36.132.209.144,240,36,24036,21091612,80295202,84961834,240-36-7683,240-36-7683-40,5G
240452442531882,467067583613,461417112399131,104.40.109.165,240,13,24013,47674693,34105216,18062183,240-53-1546,240-20-3238-24,5G
240523726462723,467017234088,395644445704088,118.132.63.230,240,27,24027,43770206,92801279,98201619,240-27-9818,240-27-9818-87,5G
240509326856747,467070716292,905465007713343,211.239.106.220,240,92,24092,35849918,78303448,41293317,240-92-6084,240-92-6084-76,4G
240615078770056,467093178583,905078406253178,59.27.10.251,240,64,24064,44343201,98032002,72303938,240-64-2795,240-64-2795-24,3G
240976278780541,467041456967,898947989766933,193.246.34.127,240,93,24093,29936792,88415009,36636068,240-22-2891,240-85-4747-55,3G
240036746726349,467081293242,324232553677630,34.231.108.239,240,58,24058,83547228,12998711,34147730,240-34-1968,240-61-1693-80,5G
