IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
24031XXXXXXXX,4670XXXXXXXX,57492367XXXXXXX,96.239.XXX.XXX,240,12,24012,74000000,36000000,47000000,240-12-XXXX,240-12-XXXX
24021XXXXXXXX,4670XXXXXXXX,11341505XXXXXXX,217.221.XXX.XXX,240,20,24020,49000000,33000000,72000000,240-20-XXXX,240-20-XXXX
24034XXXXXXXX,4670XXXXXXXX,13795849XXXXXXX,148.32.XXX.XXX,240,4,24004,25000000,45000000,39000000,240-04-XXXX,240-04-XXXX
24045XXXXXXXX,4670XXXXXXXX,57495330XXXXXXX,145.96.XXX.XXX,240,96,24096,46000000,90000000,72000000,240-96-XXXX,240-96-XXXX
24067XXXXXXXX,4670XXXXXXXX,62747671XXXXXXX,63.207.XXX.XXX,240,25,24025,29000000,31000000,24000000,240-25-XXXX,240-25-XXXX
24045XXXXXXXX,4670XXXXXXXX,93335490XXXXXXX,219.228.XXX.XXX,240,88,24088,85000000,35000000,66000000,240-88-XXXX,240-88-XXXX
24014XXXXXXXX,4670XXXXXXXX,14881015XXXXXXX,25.175.XXX.XXX,240,49,24049,12000000,82000000,16000000,240-49-XXXX,240-49-XXXX
24050XXXXXXXX,4670XXXXXXXX,30035110XXXXXXX,116.214.XXX.XXX,240,82,24082,35000000,23000000,29000000,240-82-XXXX,240-82-XXXX
24015XXXXXXXX,4670XXXXXXXX,53305767XXXXXXX,109.252.XXX.XXX,240,93,24093,24000000,96000000,73000000,240-93-XXXX,240-93-XXXX
24003XXXXXXXX,4670XXXXXXXX,87785165XXXXXXX,163.59.XXX.XXX,240,69,24069,83000000,26000000,18000000,240-69-XXXX,240-69-XXXX
24046XXXXXXXX,4670XXXXXXXX,56989012XXXXXXX,222.51.XXX.XXX,240,30,24030,63000000,71000000,40000000,240-30-XXXX,240-30-XXXX
24031XXXXXXXX,4670XXXXXXXX,33935665XXXXXXX,15.184.XXX.XXX,240,4,24004,11000000,61000000,10000000,240-04-XXXX,240-04-XXXX
24046XXXXXXXX,4670XXXXXXXX,18275459XXXXXXX,212.238.XXX.XXX,240,76,24076,35000000,59000000,41000000,240-76-XXXX,240-76-XXXX
24036XXXXXXXX,4670XXXXXXXX,54012389XXXXXXX,99.222.XXX.XXX,240,98,24098,60000000,21000000,28000000,240-98-XXXX,240-98-XXXX
24058XXXXXXXX,4670XXXXXXXX,61857193XXXXXXX,185.238.XXX.XXX,240,36,24036,23000000,38000000,90000000,240-36-XXXX,240-36-XXXX
24062XXXXXXXX,4670XXXXXXXX,36421821XXXXXXX,180.149.XXX.XXX,240,33,24033,44000000,31000000,69000000,240-33-XXXX,240-33-XXXX
24082XXXXXXXX,4670XXXXXXXX,71780642XXXXXXX,179.36.XXX.XXX,240,36,24036,37000000,42000000,55000000,240-36-XXXX,240-36-XXXX
24082XXXXXXXX,4670XXXXXXXX,89261158XXXXXXX,173.15.XXX.XXX,240,82,24082,66000000,36000000,82000000,240-82-XXXX,240-82-XXXX
24023XXXXXXXX,4670XXXXXXXX,99088734XXXXXXX,102.37.XXX.XXX,240,55,24055,88000000,34000000,73000000,240-55-XXXX,240-55-XXXX
24094XXXXXXXX,4670XXXXXXXX,20825791XXXXXXX,19.180.XXX.XXX,240,34,24034,63000000,49000000,51000000,240-34-XXXX,240-34-XXXX
24077XXXXXXXX,4670XXXXXXXX,21814915XXXXXXX,66.209.XXX.XXX,240,12,24012,78000000,83000000,27000000,240-12-XXXX,240-12-XXXX
24084XXXXXXXX,4670XXXXXXXX,25554265XXXXXXX,133.146.XXX.XXX,240,12,24012,60000000,66000000,40000000,240-12-XXXX,240-12-XXXX
24051XXXXXXXX,4670XXXXXXXX,34858442XXXXXXX,34.243.XXX.XXX,240,48,24048,26000000,42000000,92000000,240-48-XXXX,240-48-XXXX
24079XXXXXXXX,4670XXXXXXXX,41268045XXXXXXX,83.255.XXX.XXX,240,96,24096,79000000,52000000,58000000,240-96-XXXX,240-96-XXXX
24029XXXXXXXX,4670XXXXXXXX,31172409XXXXXXX,83.250.XXX.XXX,240,36,24036,87000000,24000000,34000000,240-36-XXXX,240-36-XXXX
24089XXXXXXXX,4670XXXXXXXX,21476992XXXXXXX,141.110.XXX.XXX,240,34,24034,27000000,89000000,60000000,240-34-XXXX,240-34-XXXX
24016XXXXXXXX,4670XXXXXXXX,38533771XXXXXXX,44.82.XXX.XXX,240,52,24052,27000000,61000000,94000000,240-52-XXXX,240-52-XXXX
24071XXXXXXXX,4670XXXXXXXX,78026559XXXXXXX,52.108.XXX.XXX,240,42,24042,72000000,46000000,66000000,240-42-XXXX,240-42-XXXX
24003XXXXXXXX,4670XXXXXXXX,88954932XXXXXXX,179.195.XXX.XXX,240,87,24087,12000000,91000000,73000000,240-87-XXXX,240-87-XXXX
24064XXXXXXXX,4670XXXXXXXX,94485841XXXXXXX,124.161.XXX.XXX,240,87,24087,25000000,58000000,84000000,240-87-XXXX,240-87-XXXX
24013XXXXXXXX,4670XXXXXXXX,45285145XXXXXXX,124.15.XXX.XXX,240,76,24076,74000000,20000000,39000000,240-76-XXXX,240-76-XXXX
24066XXXXXXXX,4670XXXXXXXX,82530469XXXXXXX,202.52.XXX.XXX,240,82,24082,98000000,49000000,47000000,240-82-XXXX,240-82-XXXX
24079XXXXXXXX,4670XXXXXXXX,99865312XXXXXXX,103.102.XXX.XXX,240,29,24029,43000000,44000000,20000000,240-29-XXXX,240-29-XXXX
24081XXXXXXXX,4670XXXXXXXX,65026370XXXXXXX,6.43.XXX.XXX,240,11,24011,91000000,46000000,53000000,240-11-XXXX,240-11-XXXX
24068XXXXXXXX,4670XXXXXXXX,94844321XXXXXXX,82.33.XXX.XXX,240,93,24093,92000000,39000000,10000000,240-93-XXXX,240-93-XXXX
24084XXXXXXXX,4670XXXXXXXX,14243649XXXXXXX,138.246.XXX.XXX,240,94,24094,78000000,43000000,69000000,240-94-XXXX,240-94-XXXX
24091XXXXXXXX,4670XXXXXXXX,10438642XXXXXXX,85.173.XXX.XXX,240,86,24086,40000000,28000000,56000000,240-86-XXXX,240-86-XXXX
24072XXXXXXXX,4670XXXXXXXX,64572829XXXXXXX,4.103.XXX.XXX,240,48,24048,11000000,10000000,10000000,240-48-XXXX,240-48-XXXX
24088XXXXXXXX,4670XXXXXXXX,87773481XXXXXXX,94.32.XXX.XXX,240,35,24035,48000000,81000000,84000000,240-35-XXXX,240-35-XXXX
24007XXXXXXXX,4670XXXXXXXX,32817215XXXXXXX,209.157.XXX.XXX,240,76,24076,37000000,54000000,82000000,240-76-XXXX,240-76-XXXX
24015XXXXXXXX,4670XXXXXXXX,81996214XXXXXXX,67.113.XXX.XXX,240,25,24025,16000000,68000000,60000000,240-25-XXXX,240-25-XXXX
24005XXXXXXXX,4670XXXXXXXX,43497431XXXXXXX,89.21.XXX.XXX,240,69,24069,14000000,75000000,11000000,240-69-XXXX,240-69-XXXX
24087XXXXXXXX,4670XXXXXXXX,61818194XXXXXXX,111.34.XXX.XXX,240,90,24090,80000000,85000000,17000000,240-90-XXXX,240-90-XXXX
24042XXXXXXXX,4670XXXXXXXX,29535959XXXXXXX,147.255.XXX.XXX,240,52,24052,47000000,49000000,26000000,240-52-XXXX,240-52-XXXX
24079XXXXXXXX,4670XXXXXXXX,97106134XXXXXXX,44.174.XXX.XXX,240,30,24030,98000000,61000000,48000000,240-30-XXXX,240-30-XXXX
24070XXXXXXXX,4670XXXXXXXX,12882768XXXXXXX,178.131.XXX.XXX,240,30,24030,89000000,10000000,27000000,240-30-XXXX,240-30-XXXX
24089XXXXXXXX,4670XXXXXXXX,85359937XXXXXXX,193.238.XXX.XXX,240,49,24049,66000000,62000000,69000000,240-49-XXXX,240-49-XXXX
24049XXXXXXXX,4670XXXXXXXX,62194401XXXXXXX,133.242.XXX.XXX,240,12,24012,24000000,29000000,69000000,240-12-XXXX,240-12-XXXX
24095XXXXXXXX,4670XXXXXXXX,19086314XXXXXXX,167.126.XXX.XXX,240,76,24076,20000000,43000000,39000000,240-76-XXXX,240-76-XXXX
24058XXXXXXXX,4670XXXXXXXX,86116067XXXXXXX,83.221.XXX.XXX,240,90,24090,56000000,84000000,20000000,240-90-XXXX,240-90-XXXX
24076XXXXXXXX,4670XXXXXXXX,60431518XXXXXXX,157.201.XXX.XXX,240,35,24035,82000000,67000000,53000000,240-35-XXXX,240-35-XXXX
24066XXXXXXXX,4670XXXXXXXX,61644512XXXXXXX,23.41.XXX.XXX,240,36,24036,98000000,98000000,61000000,240-36-XXXX,240-36-XXXX
24089XXXXXXXX,4670XXXXXXXX,16055243XXXXXXX,80.131.XXX.XXX,240,30,24030,69000000,90000000,58000000,240-30-XXXX,240-30-XXXX
24037XXXXXXXX,4670XXXXXXXX,46572035XXXXXXX,220.139.XXX.XXX,240,94,24094,50000000,20000000,35000000,240-94-XXXX,240-94-XXXX
24009XXXXXXXX,4670XXXXXXXX,44796709XXXXXXX,98.164.XXX.XXX,240,46,24046,52000000,80000000,67000000,240-46-XXXX,240-46-XXXX
24033XXXXXXXX,4670XXXXXXXX,93276947XXXXXXX,165.50.XXX.XXX,240,30,24030,94000000,33000000,30000000,240-30-XXXX,240-30-XXXX
24011XXXXXXXX,4670XXXXXXXX,90675715XXXXXXX,16.247.XXX.XXX,240,76,24076,85000000,66000000,12000000,240-76-XXXX,240-76-XXXX
24008XXXXXXXX,4670XXXXXXXX,43305488XXXXXXX,71.57.XXX.XXX,240,36,24036,80000000,70000000,75000000,240-36-XXXX,240-36-XXXX
24096XXXXXXXX,4670XXXXXXXX,98058197XXXXXXX,61.132.XXX.XXX,240,18,24018,46000000,13000000,88000000,240-18-XXXX,240-18-XXXX
24070XXXXXXXX,4670XXXXXXXX,61924279XXXXXXX,171.33.XXX.XXX,240,90,24090,96000000,91000000,24000000,240-90-XXXX,240-90-XXXX
24096XXXXXXXX,4670XXXXXXXX,66556889XXXXXXX,180.19.XXX.XXX,240,85,24085,39000000,44000000,56000000,240-85-XXXX,240-85-XXXX
24070XXXXXXXX,4670XXXXXXXX,88558825XXXXXXX,14.125.XXX.XXX,240,12,24012,16000000,74000000,15000000,240-12-XXXX,240-12-XXXX
24011XXXXXXXX,4670XXXXXXXX,88821203XXXXXXX,161.182.XXX.XXX,240,82,24082,68000000,12000000,46000000,240-82-XXXX,240-82-XXXX
24084XXXXXXXX,4670XXXXXXXX,68201008XXXXXXX,36.138.XXX.XXX,240,35,24035,41000000,97000000,16000000,240-35-XXXX,240-35-XXXX
24065XXXXXXXX,4670XXXXXXXX,55360805XXXXXXX,167.96.XXX.XXX,240,12,24012,49000000,40000000,21000000,240-12-XXXX,240-12-XXXX
24072XXXXXXXX,4670XXXXXXXX,26421300XXXXXXX,58.117.XXX.XXX,240,69,24069,32000000,37000000,21000000,240-69-XXXX,240-69-XXXX
24078XXXXXXXX,4670XXXXXXXX,66306004XXXXXXX,115.230.XXX.XXX,240,29,24029,40000000,50000000,16000000,240-29-XXXX,240-29-XXXX
24088XXXXXXXX,4670XXXXXXXX,24763349XXXXXXX,7.219.XXX.XXX,240,4,24004,28000000,72000000,65000000,240-04-XXXX,240-04-XXXX
24034XXXXXXXX,4670XXXXXXXX,40989556XXXXXXX,53.206.XXX.XXX,240,20,24020,70000000,34000000,70000000,240-20-XXXX,240-20-XXXX
24079XXXXXXXX,4670XXXXXXXX,54500348XXXXXXX,101.220.XXX.XXX,240,34,24034,89000000,89000000,70000000,240-34-XXXX,240-34-XXXX
24004XXXXXXXX,4670XXXXXXXX,63483546XXXXXXX,166.247.XXX.XXX,240,82,24082,55000000,44000000,77000000,240-82-XXXX,240-82-XXXX
24000XXXXXXXX,4670XXXXXXXX,64490712XXXXXXX,149.230.XXX.XXX,240,11,24011,85000000,35000000,76000000,240-11-XXXX,240-11-XXXX
24036XXXXXXXX,4670XXXXXXXX,42657055XXXXXXX,5.227.XXX.XXX,240,35,24035,27000000,47000000,10000000,240-35-XXXX,240-35-XXXX
24031XXXXXXXX,4670XXXXXXXX,59052141XXXXXXX,105.63.XXX.XXX,240,42,24042,77000000,84000000,11000000,240-42-XXXX,240-42-XXXX
24059XXXXXXXX,4670XXXXXXXX,49752096XXXXXXX,191.146.XXX.XXX,240,93,24093,26000000,43000000,71000000,240-93-XXXX,240-93-XXXX
24049XXXXXXXX,4670XXXXXXXX,52256731XXXXXXX,93.160.XXX.XXX,240,90,24090,21000000,52000000,86000000,240-90-XXXX,240-90-XXXX
24080XXXXXXXX,4670XXXXXXXX,12262531XXXXXXX,38.63.XXX.XXX,240,12,24012,64000000,47000000,29000000,240-12-XXXX,240-12-XXXX
24038XXXXXXXX,4670XXXXXXXX,26261511XXXXXXX,173.104.XXX.XXX,240,84,24084,59000000,52000000,98000000,240-84-XXXX,240-84-XXXX
24004XXXXXXXX,4670XXXXXXXX,48584337XXXXXXX,57.248.XXX.XXX,240,82,24082,20000000,13000000,27000000,240-82-XXXX,240-82-XXXX
24023XXXXXXXX,4670XXXXXXXX,33094125XXXXXXX,70.245.XXX.XXX,240,46,24046,22000000,17000000,21000000,240-46-XXXX,240-46-XXXX
24095XXXXXXXX,4670XXXXXXXX,97588304XXXXXXX,152.64.XXX.XXX,240,34,24034,91000000,82000000,21000000,240-34-XXXX,240-34-XXXX
24063XXXXXXXX,4670XXXXXXXX,50486249XXXXXXX,35.239.XXX.XXX,240,82,24082,99000000,56000000,61000000,240-82-XXXX,240-82-XXXX
24000XXXXXXXX,4670XXXXXXXX,16895133XXXXXXX,72.228.XXX.XXX,240,29,24029,22000000,67000000,69000000,240-29-XXXX,240-29-XXXX
24027XXXXXXXX,4670XXXXXXXX,94574152XXXXXXX,208.1.XXX.XXX,240,76,24076,63000000,84000000,67000000,240-76-XXXX,240-76-XXXX
24087XXXXXXXX,4670XXXXXXXX,22391707XXXXXXX,180.198.XXX.XXX,240,73,24073,23000000,52000000,67000000,240-73-XXXX,240-73-XXXX
24022XXXXXXXX,4670XXXXXXXX,18721720XXXXXXX,25.83.XXX.XXX,240,33,24033,92000000,71000000,22000000,240-33-XXXX,240-33-XXXX
24029XXXXXXXX,4670XXXXXXXX,12807460XXXXXXX,60.158.XXX.XXX,240,60,24060,78000000,97000000,36000000,240-60-XXXX,240-60-XXXX
24010XXXXXXXX,4670XXXXXXXX,16952327XXXXXXX,98.136.XXX.XXX,240,98,24098,58000000,20000000,88000000,240-98-XXXX,240-98-XXXX
24043XXXXXXXX,4670XXXXXXXX,21658635XXXXXXX,51.125.XXX.XXX,240,60,24060,86000000,48000000,88000000,240-60-XXXX,240-60-XXXX
24042XXXXXXXX,4670XXXXXXXX,47345463XXXXXXX,221.233.XXX.XXX,240,11,24011,69000000,81000000,97000000,240-11-XXXX,240-11-XXXX
24064XXXXXXXX,4670XXXXXXXX,26136431XXXXXXX,187.4.XXX.XXX,240,12,24012,24000000,21000000,68000000,240-12-XXXX,240-12-XXXX
24055XXXXXXXX,4670XXXXXXXX,11704594XXXXXXX,196.8.XXX.XXX,240,82,24082,22000000,45000000,62000000,240-82-XXXX,240-82-XXXX
24073XXXXXXXX,4670XXXXXXXX,58848989XXXXXXX,153.222.XXX.XXX,240,49,24049,11000000,63000000,38000000,240-49-XXXX,240-49-XXXX
24065XXXXXXXX,4670XXXXXXXX,92651500XXXXXXX,168.150.XXX.XXX,240,46,24046,51000000,48000000,36000000,240-46-XXXX,240-46-XXXX
24092XXXXXXXX,4670XXXXXXXX,38965880XXXXXXX,67.102.XXX.XXX,240,88,24088,73000000,82000000,67000000,240-88-XXXX,240-88-XXXX
24060XXXXXXXX,4670XXXXXXXX,24642860XXXXXXX,86.253.XXX.XXX,240,60,24060,60000000,10000000,80000000,240-60-XXXX,240-60-XXXX
24057XXXXXXXX,4670XXXXXXXX,23219094XXXXXXX,82.15.XXX.XXX,240,18,24018,61000000,55000000,68000000,240-18-XXXX,240-18-XXXX
24073XXXXXXXX,4670XXXXXXXX,71678014XXXXXXX,215.135.XXX.XXX,240,86,24086,44000000,13000000,30000000,240-86-XXXX,240-86-XXXX
24061XXXXXXXX,4670XXXXXXXX,34678331XXXXXXX,28.157.XXX.XXX,240,36,24036,87000000,89000000,55000000,240-36-XXXX,240-36-XXXX
24078XXXXXXXX,4670XXXXXXXX,55658545XXXXXXX,152.127.XXX.XXX,240,52,24052,90000000,81000000,36000000,240-52-XXXX,240-52-XXXX
24060XXXXXXXX,4670XXXXXXXX,82817814XXXXXXX,59.218.XXX.XXX,240,35,24035,84000000,98000000,13000000,240-35-XXXX,240-35-XXXX
24004XXXXXXXX,4670XXXXXXXX,86961935XXXXXXX,5.99.XXX.XXX,240,34,24034,79000000,85000000,10000000,240-34-XXXX,240-34-XXXX
24074XXXXXXXX,4670XXXXXXXX,90525682XXXXXXX,22.5.XXX.XXX,240,25,24025,99000000,47000000,45000000,240-25-XXXX,240-25-XXXX
24045XXXXXXXX,4670XXXXXXXX,69755253XXXXXXX,3.112.XXX.XXX,240,12,24012,40000000,68000000,38000000,240-12-XXXX,240-12-XXXX
24051XXXXXXXX,4670XXXXXXXX,57253664XXXXXXX,170.157.XXX.XXX,240,87,24087,70000000,15000000,94000000,240-87-XXXX,240-87-XXXX
24015XXXXXXXX,4670XXXXXXXX,36085631XXXXXXX,40.8.XXX.XXX,240,87,24087,53000000,75000000,51000000,240-87-XXXX,240-87-XXXX
24021XXXXXXXX,4670XXXXXXXX,59666873XXXXXXX,68.151.XXX.XXX,240,96,24096,73000000,63000000,95000000,240-96-XXXX,240-96-XXXX
24007XXXXXXXX,4670XXXXXXXX,58851674XXXXXXX,137.55.XXX.XXX,240,83,24083,37000000,43000000,62000000,240-83-XXXX,240-83-XXXX
24061XXXXXXXX,4670XXXXXXXX,69213377XXXXXXX,191.147.XXX.XXX,240,95,24095,15000000,36000000,55000000,240-95-XXXX,240-95-XXXX
24034XXXXXXXX,4670XXXXXXXX,98478560XXXXXXX,136.176.XXX.XXX,240,95,24095,19000000,18000000,51000000,240-95-XXXX,240-95-XXXX
24067XXXXXXXX,4670XXXXXXXX,17309139XXXXXXX,90.157.XXX.XXX,240,46,24046,77000000,70000000,76000000,240-46-XXXX,240-46-XXXX
24064XXXXXXXX,4670XXXXXXXX,84894241XXXXXXX,221.159.XXX.XXX,240,11,24011,33000000,23000000,16000000,240-11-XXXX,240-11-XXXX
24043XXXXXXXX,4670XXXXXXXX,81899926XXXXXXX,157.20.XXX.XXX,240,83,24083,98000000,89000000,84000000,240-83-XXXX,240-83-XXXX
24067XXXXXXXX,4670XXXXXXXX,50239872XXXXXXX,15.51.XXX.XXX,240,49,24049,65000000,41000000,43000000,240-49-XXXX,240-49-XXXX
24016XXXXXXXX,4670XXXXXXXX,35016124XXXXXXX,46.114.XXX.XXX,240,82,24082,84000000,70000000,44000000,240-82-XXXX,240-82-XXXX
24092XXXXXXXX,4670XXXXXXXX,83790613XXXXXXX,96.15.XXX.XXX,240,25,24025,44000000,23000000,98000000,240-25-XXXX,240-25-XXXX
24087XXXXXXXX,4670XXXXXXXX,95646248XXXXXXX,143.38.XXX.XXX,240,82,24082,74000000,84000000,61000000,240-82-XXXX,240-82-XXXX
24067XXXXXXXX,4670XXXXXXXX,92042622XXXXXXX,184.157.XXX.XXX,240,86,24086,56000000,18000000,90000000,240-86-XXXX,240-86-XXXX
24068XXXXXXXX,4670XXXXXXXX,66208259XXXXXXX,55.124.XXX.XXX,240,34,24034,12000000,47000000,69000000,240-34-XXXX,240-34-XXXX
24032XXXXXXXX,4670XXXXXXXX,69891593XXXXXXX,66.108.XXX.XXX,240,55,24055,99000000,69000000,69000000,240-55-XXXX,240-55-XXXX
24016XXXXXXXX,4670XXXXXXXX,87006454XXXXXXX,151.150.XXX.XXX,240,94,24094,46000000,14000000,27000000,240-94-XXXX,240-94-XXXX
24008XXXXXXXX,4670XXXXXXXX,10191132XXXXXXX,94.209.XXX.XXX,240,88,24088,77000000,76000000,62000000,240-88-XXXX,240-88-XXXX
24056XXXXXXXX,4670XXXXXXXX,36830310XXXXXXX,203.74.XXX.XXX,240,94,24094,98000000,50000000,16000000,240-94-XXXX,240-94-XXXX
24019XXXXXXXX,4670XXXXXXXX,24649741XXXXXXX,81.226.XXX.XXX,240,5,24005,67000000,44000000,47000000,240-05-XXXX,240-05-XXXX
24082XXXXXXXX,4670XXXXXXXX,48382243XXXXXXX,18.128.XXX.XXX,240,55,24055,57000000,64000000,30000000,240-55-XXXX,240-55-XXXX
24043XXXXXXXX,4670XXXXXXXX,69107132XXXXXXX,9.106.XXX.XXX,240,34,24034,60000000,58000000,74000000,240-34-XXXX,240-34-XXXX
24053XXXXXXXX,4670XXXXXXXX,92913787XXXXXXX,113.63.XXX.XXX,240,69,24069,85000000,75000000,54000000,240-69-XXXX,240-69-XXXX
24015XXXXXXXX,4670XXXXXXXX,87184447XXXXXXX,147.255.XXX.XXX,240,42,24042,24000000,11000000,16000000,240-42-XXXX,240-42-XXXX
24047XXXXXXXX,4670XXXXXXXX,65963504XXXXXXX,149.252.XXX.XXX,240,95,24095,17000000,29000000,71000000,240-95-XXXX,240-95-XXXX
24042XXXXXXXX,4670XXXXXXXX,59687625XXXXXXX,8.44.XXX.XXX,240,96,24096,88000000,31000000,41000000,240-96-XXXX,240-96-XXXX
24020XXXXXXXX,4670XXXXXXXX,77412282XXXXXXX,31.3.XXX.XXX,240,82,24082,88000000,62000000,79000000,240-82-XXXX,240-82-XXXX
24053XXXXXXXX,4670XXXXXXXX,49864692XXXXXXX,149.55.XXX.XXX,240,35,24035,81000000,25000000,39000000,240-35-XXXX,240-35-XXXX
24091XXXXXXXX,4670XXXXXXXX,73387461XXXXXXX,50.219.XXX.XXX,240,98,24098,55000000,49000000,75000000,240-98-XXXX,240-98-XXXX
24053XXXXXXXX,4670XXXXXXXX,11690927XXXXXXX,34.66.XXX.XXX,240,25,24025,85000000,66000000,76000000,240-25-XXXX,240-25-XXXX
24053XXXXXXXX,4670XXXXXXXX,71035039XXXXXXX,147.117.XXX.XXX,240,93,24093,70000000,29000000,44000000,240-93-XXXX,240-93-XXXX
24049XXXXXXXX,4670XXXXXXXX,22938276XXXXXXX,184.85.XXX.XXX,240,80,24080,16000000,28000000,90000000,240-80-XXXX,240-80-XXXX
24008XXXXXXXX,4670XXXXXXXX,62615437XXXXXXX,94.72.XXX.XXX,240,82,24082,61000000,91000000,26000000,240-82-XXXX,240-82-XXXX
24061XXXXXXXX,4670XXXXXXXX,54037362XXXXXXX,131.77.XXX.XXX,240,34,24034,64000000,18000000,42000000,240-34-XXXX,240-34-XXXX
24062XXXXXXXX,4670XXXXXXXX,30037589XXXXXXX,146.172.XXX.XXX,240,85,24085,84000000,92000000,84000000,240-85-XXXX,240-85-XXXX
24047XXXXXXXX,4670XXXXXXXX,27502719XXXXXXX,160.111.XXX.XXX,240,5,24005,15000000,89000000,71000000,240-05-XXXX,240-05-XXXX
24018XXXXXXXX,4670XXXXXXXX,68941113XXXXXXX,37.71.XXX.XXX,240,34,24034,60000000,52000000,84000000,240-34-XXXX,240-34-XXXX
24013XXXXXXXX,4670XXXXXXXX,92690637XXXXXXX,68.235.XXX.XXX,240,34,24034,21000000,13000000,34000000,240-34-XXXX,240-34-XXXX
24029XXXXXXXX,4670XXXXXXXX,32784699XXXXXXX,169.71.XXX.XXX,240,42,24042,33000000,88000000,96000000,240-42-XXXX,240-42-XXXX
24025XXXXXXXX,4670XXXXXXXX,67124864XXXXXXX,122.63.XXX.XXX,240,52,24052,34000000,42000000,12000000,240-52-XXXX,240-52-XXXX
24038XXXXXXXX,4670XXXXXXXX,14259642XXXXXXX,125.7.XXX.XXX,240,60,24060,16000000,14000000,89000000,240-60-XXXX,240-60-XXXX
24011XXXXXXXX,4670XXXXXXXX,31689669XXXXXXX,71.35.XXX.XXX,240,84,24084,71000000,54000000,18000000,240-84-XXXX,240-84-XXXX
24026XXXXXXXX,4670XXXXXXXX,42294861XXXXXXX,137.172.XXX.XXX,240,5,24005,59000000,24000000,50000000,240-05-XXXX,240-05-XXXX
24046XXXXXXXX,4670XXXXXXXX,90013597XXXXXXX,151.170.XXX.XXX,240,4,24004,34000000,50000000,73000000,240-04-XXXX,240-04-XXXX
24090XXXXXXXX,4670XXXXXXXX,96796403XXXXXXX,164.46.XXX.XXX,240,96,24096,77000000,84000000,19000000,240-96-XXXX,240-96-XXXX
24085XXXXXXXX,4670XXXXXXXX,62337148XXXXXXX,183.142.XXX.XXX,240,30,24030,12000000,73000000,37000000,240-30-XXXX,240-30-XXXX
24053XXXXXXXX,4670XXXXXXXX,67562740XXXXXXX,17.15.XXX.XXX,240,55,24055,44000000,72000000,53000000,240-55-XXXX,240-55-XXXX
24007XXXXXXXX,4670XXXXXXXX,65574561XXXXXXX,37.102.XXX.XXX,240,25,24025,24000000,40000000,81000000,240-25-XXXX,240-25-XXXX
24034XXXXXXXX,4670XXXXXXXX,81590540XXXXXXX,194.157.XXX.XXX,240,12,24012,17000000,20000000,37000000,240-12-XXXX,240-12-XXXX
24013XXXXXXXX,4670XXXXXXXX,70489775XXXXXXX,175.77.XXX.XXX,240,30,24030,16000000,91000000,96000000,240-30-XXXX,240-30-XXXX
24062XXXXXXXX,4670XXXXXXXX,59611175XXXXXXX,183.157.XXX.XXX,240,82,24082,71000000,95000000,84000000,240-82-XXXX,240-82-XXXX
24007XXXXXXXX,4670XXXXXXXX,94974154XXXXXXX,138.180.XXX.XXX,240,34,24034,40000000,36000000,17000000,240-34-XXXX,240-34-XXXX
24092XXXXXXXX,4670XXXXXXXX,70371521XXXXXXX,101.176.XXX.XXX,240,4,24004,58000000,16000000,39000000,240-04-XXXX,240-04-XXXX
24015XXXXXXXX,4670XXXXXXXX,29388905XXXXXXX,80.235.XXX.XXX,240,60,24060,74000000,98000000,67000000,240-60-XXXX,240-60-XXXX
24079XXXXXXXX,4670XXXXXXXX,42841916XXXXXXX,179.182.XXX.XXX,240,12,24012,89000000,29000000,98000000,240-12-XXXX,240-12-XXXX
24015XXXXXXXX,4670XXXXXXXX,36455172XXXXXXX,93.178.XXX.XXX,240,98,24098,78000000,78000000,21000000,240-98-XXXX,240-98-XXXX
24083XXXXXXXX,4670XXXXXXXX,36269372XXXXXXX,51.73.XXX.XXX,240,5,24005,45000000,17000000,83000000,240-05-XXXX,240-05-XXXX
24044XXXXXXXX,4670XXXXXXXX,24529924XXXXXXX,23.122.XXX.XXX,240,36,24036,75000000,88000000,10000000,240-36-XXXX,240-36-XXXX
24081XXXXXXXX,4670XXXXXXXX,24166144XXXXXXX,56.246.XXX.XXX,240,36,24036,80000000,91000000,71000000,240-36-XXXX,240-36-XXXX
24022XXXXXXXX,4670XXXXXXXX,12989272XXXXXXX,20.165.XXX.XXX,240,52,24052,36000000,20000000,26000000,240-52-XXXX,240-52-XXXX
24071XXXXXXXX,4670XXXXXXXX,66029982XXXXXXX,14.244.XXX.XXX,240,25,24025,95000000,87000000,21000000,240-25-XXXX,240-25-XXXX
24003XXXXXXXX,4670XXXXXXXX,84125493XXXXXXX,92.185.XXX.XXX,240,52,24052,73000000,99000000,28000000,240-52-XXXX,240-52-XXXX
24031XXXXXXXX,4670XXXXXXXX,33682406XXXXXXX,52.52.XXX.XXX,240,4,24004,59000000,13000000,96000000,240-04-XXXX,240-04-XXXX
24033XXXXXXXX,4670XXXXXXXX,49778775XXXXXXX,203.69.XXX.XXX,240,55,24055,25000000,86000000,54000000,240-55-XXXX,240-55-XXXX
24049XXXXXXXX,4670XXXXXXXX,75235572XXXXXXX,86.165.XXX.XXX,240,49,24049,51000000,34000000,96000000,240-49-XXXX,240-49-XXXX
24039XXXXXXXX,4670XXXXXXXX,16663794XXXXXXX,202.221.XXX.XXX,240,73,24073,15000000,82000000,15000000,240-73-XXXX,240-73-XXXX
