Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
260325022304+0100,234,33,23433,66710380,65910347,60700735,SUPPRESSED,234-33-64,3G,Smartphone
260320171730+0100,206,10,20610,38199486,45544840,47426945,206-10-35,206-10-35,4G,IoT Device
260323091255+0200,206,5,20605,33166236,35801419,51243289,SUPPRESSED,206-05-58,5G,Smartphone
260324222651+0200,240,7,24007,15961326,29126605,26860300,SUPPRESSED,240-07-93,5G,Smartphone
260326180642-0800,310,480,310480,90526394,78487111,79559815,SUPPRESSED,310-480-50,4G,IoT Device
260323181338+0200,240,24,24024,34746409,33091787,15640214,SUPPRESSED,240-24-93,5G,Tablet
260305062410+0100,240,1,24001,23358273,27917458,24502076,SUPPRESSED,240-01-66,5G,Smartphone
260301225722+0200,206,20,20620,52274237,46973223,51544976,SUPPRESSED,206-20-49,4G,Smartphone
260318152103+0100,206,5,20605,50843003,34276031,40672902,SUPPRESSED,206-05-34,5G,Tablet
260320191846-0800,310,120,310120,80336372,90694449,99039615,SUPPRESSED,310-120-85,4G,Smartphone
260302081859+0200,206,10,20610,45343915,40300993,48018395,SUPPRESSED,206-10-46,4G,Smartphone
260321212334-0700,310,410,310410,96586358,90298015,76184718,SUPPRESSED,310-410-56,4G,IoT Device
260309023336-0500,310,410,310410,99357914,92338037,67761463,SUPPRESSED,310-410-38,5G,IoT Device
260311094338+0100,234,20,23420,59824195,53257846,68721968,SUPPRESSED,234-20-98,3G,Tablet
260304214332+0000,234,30,23430,69975154,51451761,63200134,SUPPRESSED,234-30-98,4G,IoT Device
260325165155-0700,310,410,310410,84749750,70986485,82355680,SUPPRESSED,310-410-79,5G,Smartphone
260304221642-0700,310,480,310480,83233413,74285766,77404058,SUPPRESSED,310-480-73,4G,IoT Device
260226224123+0100,240,24,24024,26416624,22356197,12819692,SUPPRESSED,240-24-48,4G,IoT Device
260301205723-0500,310,120,310120,76692055,78722725,84420295,SUPPRESSED,310-120-65,4G,Tablet
260317185809+0100,206,10,20610,30323554,39571100,52756559,SUPPRESSED,206-10-47,5G,Smartphone
260308023530-0600,310,410,310410,97147957,83337567,69382504,SUPPRESSED,310-410-20,3G,Smartphone
260311101504+0000,234,15,23415,68129546,69946464,63743853,SUPPRESSED,234-15-74,4G,Tablet
260309132208+0100,234,15,23415,74532587,68079568,70441450,SUPPRESSED,234-15-58,3G,IoT Device
260319191509+0100,240,7,24007,21466187,24576629,27997794,SUPPRESSED,240-07-96,4G,Smartphone
260319222957+0100,240,5,24005,35318300,34223358,25592054,SUPPRESSED,240-05-90,3G,IoT Device
260312201930+0200,240,5,24005,34064529,14127763,11433327,SUPPRESSED,240-05-30,4G,Tablet
260227101139+0100,234,10,23410,79320370,64435177,53031561,SUPPRESSED,234-10-32,3G,Tablet
260321224039+0100,234,30,23430,64154071,71815646,62690632,SUPPRESSED,234-30-50,4G,IoT Device
260314061819-0500,310,410,310410,70277581,78860341,74577100,SUPPRESSED,310-410-50,3G,Smartphone
260322171124-0800,310,260,310260,88004672,79335501,99168311,SUPPRESSED,310-260-79,5G,Tablet
260318140828-0700,310,410,310410,76896993,88400469,96534004,SUPPRESSED,310-410-67,5G,Smartphone
260321081306-0700,310,260,310260,98935880,77806229,70703751,SUPPRESSED,310-260-48,4G,IoT Device
260310185118+0200,240,24,24024,29709259,34501103,28724075,SUPPRESSED,240-24-85,3G,Tablet
260317062110-0600,310,480,310480,85934702,70402626,75019976,310-480-51,310-480-51,4G,Smartphone
260308230236-0800,310,260,310260,70413533,70872309,95963685,310-260-19,310-260-19,5G,Smartphone
260314102039+0200,206,1,20601,45903491,30211012,40260158,SUPPRESSED,206-01-41,5G,Smartphone
260318021414+0100,234,15,23415,50758462,56987513,72629207,SUPPRESSED,234-15-76,5G,Smartphone
260325025135+0200,206,10,20610,57025517,44423944,43135922,206-10-61,206-10-61,4G,Smartphone
260226004833-0700,310,480,310480,98399490,89033878,73766397,310-480-51,310-480-51,4G,IoT Device
260320012122+0200,240,7,24007,14967203,33971819,10326429,240-07-17,240-07-17,5G,Tablet
260308073419+0100,206,5,20605,33019271,34070759,33459829,SUPPRESSED,206-05-42,5G,Tablet
260323040512+0200,240,1,24001,11363332,11699941,10773686,SUPPRESSED,240-01-13,5G,Tablet
260227114424+0000,234,15,23415,59319209,63853717,63794757,SUPPRESSED,234-15-81,5G,Tablet
260316163017+0200,240,8,24008,39886359,23122535,14722397,SUPPRESSED,240-08-71,5G,Smartphone
260326204835+0200,240,2,24002,36383909,31191189,20984512,SUPPRESSED,240-02-91,5G,IoT Device
260318220105+0000,234,20,23420,54197439,50985328,71973588,SUPPRESSED,234-20-75,5G,Smartphone
260319182434+0100,234,10,23410,61734734,68734589,64155130,SUPPRESSED,234-10-91,3G,Smartphone
260317065248+0200,240,16,24016,25672655,12701789,15356753,SUPPRESSED,240-16-97,4G,Smartphone
260321184647+0100,240,8,24008,15490409,21976154,18616036,SUPPRESSED,240-08-12,5G,IoT Device
260301173851+0100,206,20,20620,49685931,44085326,43013372,SUPPRESSED,206-20-55,5G,Smartphone
260226010924+0200,240,16,24016,11774069,11961396,16799327,SUPPRESSED,240-16-52,4G,Smartphone
260304071424+0100,206,5,20605,54218197,47023060,33669475,SUPPRESSED,206-05-27,4G,Tablet
260310112352+0200,240,24,24024,13549509,24319420,10922423,SUPPRESSED,240-24-95,5G,IoT Device
260304101007+0200,240,4,24004,10494272,15694738,18619904,SUPPRESSED,240-04-31,5G,Tablet
260304024104+0000,234,15,23415,51842766,74689347,53873526,SUPPRESSED,234-15-44,5G,Smartphone
260301065128-0700,310,260,310260,97157914,72502967,66038192,SUPPRESSED,310-260-73,3G,IoT Device
260321131934+0000,234,10,23410,76415323,64243396,54103018,234-10-34,234-10-34,3G,Smartphone
260314094431+0100,234,15,23415,50632862,55150883,59919891,SUPPRESSED,234-15-65,4G,IoT Device
260304043152+0100,234,38,23438,67786408,50535050,76048865,SUPPRESSED,234-38-70,3G,Tablet
260309114325+0200,206,10,20610,52924141,36941553,29825692,SUPPRESSED,206-10-21,5G,Smartphone
260315204031-0500,310,260,310260,78714362,70202213,88276919,SUPPRESSED,310-260-65,4G,IoT Device
260226114300+0100,240,24,24024,18713145,14937956,16070925,SUPPRESSED,240-24-42,5G,Smartphone
260320154422-0600,310,480,310480,83560967,89365084,80615491,SUPPRESSED,310-480-31,4G,Smartphone
260309075424+0200,240,4,24004,16510168,24953472,11319952,SUPPRESSED,240-04-26,5G,Smartphone
260319170823+0000,234,10,23410,70662222,74445329,70560416,SUPPRESSED,234-10-57,3G,Smartphone
260306022925+0000,234,38,23438,61941945,56892381,69733767,SUPPRESSED,234-38-45,3G,Tablet
260324123426-0700,310,410,310410,78692210,88193679,67321616,SUPPRESSED,310-410-13,4G,Tablet
260313191224+0100,206,5,20605,55335374,38241077,31467553,SUPPRESSED,206-05-67,4G,Smartphone
260304173325+0200,206,5,20605,46656855,43471718,31646727,SUPPRESSED,206-05-74,5G,Smartphone
260324175747+0200,240,24,24024,25886431,20687151,15071576,SUPPRESSED,240-24-60,4G,Smartphone
260313033704-0700,310,480,310480,77042529,94152323,74366653,SUPPRESSED,310-480-26,4G,IoT Device
260305031509+0100,240,7,24007,26530194,11390742,24476122,SUPPRESSED,240-07-48,5G,Smartphone
260323065801-0800,310,260,310260,74529032,83573800,76536086,310-260-44,310-260-44,5G,Tablet
260311110726+0200,240,16,24016,16331820,29762969,18454107,SUPPRESSED,240-16-89,5G,Tablet
260306041520+0100,206,1,20601,58049957,39564366,46710251,SUPPRESSED,206-01-37,4G,Smartphone
260325044255+0100,240,5,24005,19428345,23429600,13721095,SUPPRESSED,240-05-22,5G,Smartphone
260319114247-0500,310,480,310480,84605332,80055266,74208469,SUPPRESSED,310-480-81,4G,Smartphone
260317224840+0100,206,20,20620,48471010,44810265,25663465,SUPPRESSED,206-20-67,5G,Smartphone
260324125104+0200,240,5,24005,35927874,27987397,22405849,SUPPRESSED,240-05-38,5G,Smartphone
260308120212+0200,206,5,20605,49513615,37394541,41003973,SUPPRESSED,206-05-78,5G,Smartphone
260306080127+0200,240,16,24016,37150071,12252964,22339407,SUPPRESSED,240-16-18,5G,Smartphone
260311012859+0000,234,33,23433,58959337,64254116,69868925,SUPPRESSED,234-33-71,4G,Tablet
260319221959+0100,206,1,20601,57123327,31566684,37992639,SUPPRESSED,206-01-74,5G,Tablet
260308045204-0600,310,480,310480,76268606,72053271,69679376,SUPPRESSED,310-480-43,4G,Smartphone
260319073943-0600,310,120,310120,79795771,75292710,67027159,SUPPRESSED,310-120-87,5G,Tablet
260305222955+0100,206,1,20601,48837833,47200997,49914137,SUPPRESSED,206-01-48,4G,IoT Device
260308112641+0000,234,10,23410,75994976,51556299,53839890,234-10-34,234-10-34,4G,Tablet
260313142522-0500,310,260,310260,87033650,92138243,87741788,310-260-77,310-260-77,4G,Smartphone
260304191407+0200,206,10,20610,37326342,40940877,51946511,SUPPRESSED,206-10-24,4G,Smartphone
260310214525-0600,310,410,310410,97612548,93629566,68945918,SUPPRESSED,310-410-64,4G,IoT Device
260302034953+0200,206,20,20620,46723964,38347325,42373503,SUPPRESSED,206-20-10,5G,Smartphone
260302142828+0100,234,38,23438,62983940,56191426,55562840,SUPPRESSED,234-38-75,3G,Smartphone
260312191200-0600,310,120,310120,82487917,84556863,65829284,SUPPRESSED,310-120-72,4G,IoT Device
260325102944+0000,234,15,23415,74870250,71879612,72190719,SUPPRESSED,234-15-51,3G,Tablet
260309105257+0100,206,10,20610,41302260,37788906,26039524,SUPPRESSED,206-10-21,4G,Smartphone
260227025349-0800,310,480,310480,95424047,91865322,84487050,SUPPRESSED,310-480-26,5G,Tablet
260312060516+0200,240,5,24005,33320658,21191273,29590038,SUPPRESSED,240-05-60,4G,Tablet
260316203842+0100,240,24,24024,36388131,25811418,11144743,SUPPRESSED,240-24-41,5G,Smartphone
260225102934+0000,234,30,23430,70209074,72360856,53924967,SUPPRESSED,234-30-49,3G,Tablet
260313034130-0500,310,480,310480,88612070,83399633,83703320,SUPPRESSED,310-480-87,3G,Smartphone
260321062403+0200,240,1,24001,34153629,30304428,28736430,SUPPRESSED,240-01-34,4G,Smartphone
260324145719-0500,310,260,310260,89931319,92018343,92063520,SUPPRESSED,310-260-16,4G,Tablet
260302200904+0200,240,24,24024,36974625,23001870,23696048,SUPPRESSED,240-24-36,3G,Smartphone
260305022602+0200,206,5,20605,43281171,38009644,39561707,SUPPRESSED,206-05-50,5G,Smartphone
260325203916+0200,240,1,24001,35399904,22449614,29073134,SUPPRESSED,240-01-31,5G,Smartphone
260326185541-0700,310,260,310260,73038788,74172685,66093202,SUPPRESSED,310-260-28,4G,Smartphone
260316163859+0200,240,8,24008,25020472,10351818,19943275,SUPPRESSED,240-08-67,4G,Tablet
260227211650-0600,310,480,310480,78578528,80140891,70036742,SUPPRESSED,310-480-76,3G,Smartphone
260226182146+0100,206,10,20610,48580061,37887018,31536681,SUPPRESSED,206-10-60,5G,Smartphone
260227132939+0100,234,20,23420,76378279,72904669,54471511,SUPPRESSED,234-20-85,4G,Smartphone
260314012237+0200,206,10,20610,33151456,38434315,48110274,SUPPRESSED,206-10-52,4G,Smartphone
260323221235+0100,240,16,24016,33143370,30446454,12330021,SUPPRESSED,240-16-40,5G,Smartphone
260303101050+0100,206,1,20601,42130136,31756908,32987303,SUPPRESSED,206-01-14,5G,Smartphone
260305050855-0500,310,410,310410,78224535,93709175,92168216,SUPPRESSED,310-410-61,4G,IoT Device
260324012752+0200,206,20,20620,30476675,39465559,45039223,SUPPRESSED,206-20-52,5G,Smartphone
260302110543+0100,206,20,20620,34612750,36479647,52401234,SUPPRESSED,206-20-81,4G,Smartphone
260325221305+0100,234,20,23420,71556501,62417753,63449087,SUPPRESSED,234-20-38,3G,Smartphone
260324224500+0100,234,38,23438,54442891,50248605,53320427,SUPPRESSED,234-38-97,3G,IoT Device
260314015852-0700,310,410,310410,79770048,92927520,68858077,SUPPRESSED,310-410-62,4G,Smartphone
260308141946+0000,234,30,23430,58225882,63697229,56509085,SUPPRESSED,234-30-72,3G,Smartphone
260312023152+0200,240,7,24007,21295608,15129015,28630718,SUPPRESSED,240-07-35,5G,Smartphone
260228001738+0000,234,15,23415,58421312,59068583,54937161,SUPPRESSED,234-15-69,4G,Tablet
260307071113+0100,240,2,24002,24272737,34756932,18969260,SUPPRESSED,240-02-67,5G,Tablet
260326033459+0100,206,1,20601,33310378,44879799,31458214,SUPPRESSED,206-01-92,5G,Smartphone
260320140653+0200,240,16,24016,17384108,31936658,25896653,SUPPRESSED,240-16-39,4G,IoT Device
260307180839+0200,240,1,24001,28145797,30948542,11335182,SUPPRESSED,240-01-34,4G,Smartphone
260302154129-0600,310,480,310480,72659979,75064628,80958174,SUPPRESSED,310-480-94,4G,Smartphone
260227153936-0500,310,260,310260,96150169,74923595,74662235,SUPPRESSED,310-260-28,5G,Tablet
260318112354-0600,310,260,310260,73360477,80834880,87096908,SUPPRESSED,310-260-55,4G,IoT Device
260308113336+0000,234,38,23438,71749197,60828152,51651534,SUPPRESSED,234-38-62,4G,Smartphone
260319063043+0200,206,20,20620,54348076,44336901,35004694,SUPPRESSED,206-20-28,5G,Smartphone
260227195117+0100,240,16,24016,31559828,15492102,17609093,SUPPRESSED,240-16-45,5G,Smartphone
260307210603+0100,206,10,20610,38983688,54854562,45460128,SUPPRESSED,206-10-24,5G,Tablet
260227164851+0200,240,2,24002,27985663,23591829,19684329,SUPPRESSED,240-02-82,4G,IoT Device
260228041952+0100,206,1,20601,34510630,34295166,29484197,SUPPRESSED,206-01-34,5G,Tablet
260314234445+0200,206,1,20601,45365286,40202072,53570464,SUPPRESSED,206-01-21,5G,IoT Device
260225105043-0700,310,480,310480,90396261,71509318,66766695,SUPPRESSED,310-480-60,5G,Smartphone
260318195052+0200,206,1,20601,49470282,36642873,29993466,SUPPRESSED,206-01-39,4G,Tablet
260314054618+0000,234,10,23410,53352264,74262762,73377716,SUPPRESSED,234-10-52,4G,Tablet
260302040005-0600,310,120,310120,98150475,71774326,92282850,310-120-61,310-120-61,4G,Smartphone
260311210034+0100,240,16,24016,23718986,26119536,11230380,SUPPRESSED,240-16-42,5G,Tablet
260305083910+0200,240,2,24002,32255140,34802100,11555485,SUPPRESSED,240-02-51,5G,Smartphone
260307215812+0100,240,5,24005,24855165,24367900,10166984,SUPPRESSED,240-05-51,4G,Smartphone
260314213003+0200,206,20,20620,46372055,43089138,30291737,206-20-80,206-20-80,4G,Tablet
260301033045+0000,234,38,23438,75096623,58383294,55170602,SUPPRESSED,234-38-93,4G,Tablet
260307010924+0000,234,38,23438,59933289,68975258,65783632,SUPPRESSED,234-38-73,5G,Smartphone
260310065514+0100,206,20,20620,53876612,30640855,43653980,SUPPRESSED,206-20-25,5G,Tablet
260306021625+0200,206,10,20610,37221972,43267811,52536760,SUPPRESSED,206-10-44,3G,Smartphone
260311105050+0000,234,38,23438,76040610,74106017,58284539,234-38-27,234-38-27,4G,Tablet
260326032632+0000,234,10,23410,50349701,59493413,69405934,SUPPRESSED,234-10-41,3G,IoT Device
260326024458+0100,240,1,24001,17030655,20712302,16626388,SUPPRESSED,240-01-61,5G,Smartphone
260308084312+0200,240,1,24001,19708242,13087532,14000731,SUPPRESSED,240-01-88,5G,Smartphone
260308004617+0200,206,10,20610,38371951,51522332,30091944,206-10-61,206-10-61,5G,IoT Device
260314202149+0200,240,7,24007,33742670,25654641,29587382,240-07-17,240-07-17,5G,Smartphone
260325160724+0100,234,30,23430,63592686,62313078,50868735,SUPPRESSED,234-30-73,3G,Tablet
260310053852+0100,234,10,23410,65828041,63678257,55653939,SUPPRESSED,234-10-88,4G,Smartphone
260321153655+0100,206,1,20601,45179056,50311824,51928564,SUPPRESSED,206-01-67,4G,Smartphone
260317063015+0100,240,8,24008,10796234,20069750,13433513,SUPPRESSED,240-08-26,5G,Smartphone
260304081255+0100,234,15,23415,65591373,68733813,69635477,SUPPRESSED,234-15-59,4G,IoT Device
260320180543+0100,240,2,24002,31395405,11638762,20000472,SUPPRESSED,240-02-46,5G,IoT Device
260314131033+0000,234,33,23433,54698070,62002901,57380364,SUPPRESSED,234-33-99,3G,Smartphone
260313092305+0200,240,5,24005,13711487,34164099,21106316,SUPPRESSED,240-05-88,5G,Smartphone
260318030813+0000,234,30,23430,60809845,71476042,68046256,SUPPRESSED,234-30-27,4G,Smartphone
260228084222+0200,206,5,20605,35908698,43627132,37832883,SUPPRESSED,206-05-17,3G,Tablet
260302014326+0200,206,1,20601,46421841,50273430,41348174,SUPPRESSED,206-01-74,5G,Tablet
260326020351+0100,240,1,24001,34927582,17862904,12779776,SUPPRESSED,240-01-19,3G,Tablet
260228061425-0800,310,480,310480,96298403,89310530,75745536,SUPPRESSED,310-480-97,4G,Smartphone
260312093849+0200,240,24,24024,12402910,14632507,22702056,SUPPRESSED,240-24-99,5G,Smartphone
260310105515+0100,234,30,23430,57002534,54255035,66064109,SUPPRESSED,234-30-46,3G,Smartphone
260307102012+0000,234,30,23430,61590580,57402354,77105219,SUPPRESSED,234-30-43,3G,Smartphone
260305224017+0200,206,10,20610,44052819,40971998,37853948,SUPPRESSED,206-10-74,5G,Smartphone
260228133148+0000,234,15,23415,65484332,68458422,73138241,SUPPRESSED,234-15-18,4G,IoT Device
260307124524+0200,240,8,24008,26382537,23428518,24940682,SUPPRESSED,240-08-90,5G,Tablet
260312170946+0200,240,5,24005,15582974,33197448,28128028,SUPPRESSED,240-05-76,4G,Smartphone
260310052623-0800,310,120,310120,81133437,79790294,91273418,SUPPRESSED,310-120-43,3G,Smartphone
260227021932+0200,240,8,24008,19208693,27282263,17289414,SUPPRESSED,240-08-96,5G,Smartphone
260225181317-0700,310,480,310480,93546042,73450425,94254864,SUPPRESSED,310-480-62,4G,Smartphone
260317093002+0100,240,8,24008,31596431,28089815,12247269,SUPPRESSED,240-08-94,5G,Tablet
260312132833+0100,234,20,23420,50144299,56791207,50216764,SUPPRESSED,234-20-82,4G,Smartphone
260313210305+0200,206,5,20605,59729263,54228323,53265250,SUPPRESSED,206-05-35,4G,Tablet
260321002040+0200,240,5,24005,17268102,32743546,11739094,SUPPRESSED,240-05-37,5G,Smartphone
260316070618+0100,234,38,23438,70635749,73937728,62302581,SUPPRESSED,234-38-83,3G,Tablet
260319045247+0100,206,10,20610,41031120,31246274,50005488,206-10-32,206-10-32,4G,Tablet
260314202047+0100,240,2,24002,29141294,23519740,25837479,SUPPRESSED,240-02-75,5G,Smartphone
260303060730+0200,240,16,24016,37207410,11153689,14739571,SUPPRESSED,240-16-49,5G,IoT Device
260314093902+0200,240,1,24001,11908053,34239114,11265547,SUPPRESSED,240-01-24,5G,Smartphone
260308011952+0100,240,2,24002,15717463,27911006,10829886,SUPPRESSED,240-02-82,4G,Smartphone
260304225117+0100,240,4,24004,28713291,29613556,14187324,SUPPRESSED,240-04-80,3G,Tablet
260314234645+0000,234,38,23438,63472712,55767925,69868402,SUPPRESSED,234-38-79,3G,IoT Device
260307122757+0100,206,20,20620,41455429,50887193,40992753,206-20-80,206-20-80,4G,Tablet
260321115106-0800,310,260,310260,99105200,83303718,88549766,SUPPRESSED,310-260-81,5G,IoT Device
260324152442+0200,240,2,24002,12141036,31600531,27017995,SUPPRESSED,240-02-28,5G,Smartphone
260306112714-0500,310,480,310480,74660469,78709467,95281687,SUPPRESSED,310-480-55,4G,IoT Device
260302134508+0000,234,30,23430,72235180,64053706,61876115,SUPPRESSED,234-30-57,4G,Smartphone
260309150532+0200,206,5,20605,55885684,50471022,43819092,SUPPRESSED,206-05-58,5G,Smartphone
260309183253+0200,206,10,20610,44993347,37626134,49773372,SUPPRESSED,206-10-49,5G,Tablet
260313172950-0600,310,410,310410,85569095,90019414,82771987,SUPPRESSED,310-410-54,5G,Smartphone
260302164016+0100,206,20,20620,47734514,36457176,43589397,SUPPRESSED,206-20-64,3G,Tablet
260323010810+0100,234,20,23420,58394640,62927557,53203386,SUPPRESSED,234-20-66,3G,IoT Device
260301041554+0100,206,10,20610,56511343,37880975,45752290,206-10-87,206-10-87,5G,Tablet
260309083213+0000,234,30,23430,70394608,58129956,63446531,SUPPRESSED,234-30-90,3G,Smartphone
260311174926+0100,234,10,23410,64625660,70637218,62499433,SUPPRESSED,234-10-33,3G,Tablet
260320225940+0100,206,1,20601,57517886,50755198,30221733,SUPPRESSED,206-01-35,5G,Smartphone
260305075115+0100,206,5,20605,30347364,35958650,25197246,SUPPRESSED,206-05-75,5G,Tablet
260320120535+0200,206,5,20605,48176554,46944606,28229891,SUPPRESSED,206-05-90,5G,IoT Device
260313134547+0100,240,5,24005,14078825,34282162,23793376,SUPPRESSED,240-05-31,4G,Smartphone
260305025025+0200,206,1,20601,44552611,38101522,34025949,SUPPRESSED,206-01-48,5G,Tablet
260313081353+0000,234,38,23438,64354119,66727431,52625545,SUPPRESSED,234-38-97,3G,Smartphone
260313112004+0200,206,20,20620,35565783,54475898,29690569,206-20-29,206-20-29,5G,Smartphone
260319035219+0200,206,20,20620,59768657,43947174,33788975,SUPPRESSED,206-20-21,4G,Smartphone
260306001838-0500,310,410,310410,92190238,91603990,76251952,SUPPRESSED,310-410-73,4G,IoT Device
260304231114-0500,310,480,310480,81229521,92721222,95078165,SUPPRESSED,310-480-64,4G,Smartphone
260310060526+0100,234,20,23420,56714787,53158088,55642612,234-20-83,234-20-83,4G,Smartphone
260303090421-0700,310,410,310410,72578984,84294800,98135110,SUPPRESSED,310-410-83,4G,IoT Device
260322215455+0000,234,38,23438,61467105,73315115,64129703,SUPPRESSED,234-38-38,3G,IoT Device
260302012801+0100,206,5,20605,50073406,38761738,37012738,SUPPRESSED,206-05-88,5G,Smartphone
260321114206+0000,234,15,23415,65465313,66222063,71342335,SUPPRESSED,234-15-51,3G,Smartphone
260313011208+0200,206,1,20601,43817537,52605934,33242094,SUPPRESSED,206-01-78,5G,Smartphone
260306185927+0100,206,20,20620,43976374,39192721,25270595,SUPPRESSED,206-20-61,5G,Smartphone
260314061947+0000,234,20,23420,55886400,51182211,71279325,SUPPRESSED,234-20-91,3G,Tablet
260301033503+0100,206,20,20620,42701919,44248549,47593794,SUPPRESSED,206-20-72,4G,Tablet
260324152825+0100,206,10,20610,34481220,48605431,36065226,SUPPRESSED,206-10-77,4G,Smartphone
260318025914+0000,234,30,23430,65364803,54180909,76929705,SUPPRESSED,234-30-54,3G,IoT Device
260318100952+0100,206,1,20601,50844868,44774510,27752653,SUPPRESSED,206-01-65,3G,Smartphone
260311182214+0100,240,5,24005,22345929,30491566,24594075,SUPPRESSED,240-05-95,5G,IoT Device
260315215907+0000,234,20,23420,60862446,73680213,66458527,SUPPRESSED,234-20-63,4G,IoT Device
260316021020-0600,310,480,310480,97062069,90481286,78985234,SUPPRESSED,310-480-59,5G,Smartphone
260309040046+0200,240,8,24008,16582583,17460838,22441439,SUPPRESSED,240-08-34,5G,Smartphone
260310172028-0800,310,120,310120,90578118,79147441,84250467,SUPPRESSED,310-120-88,4G,Smartphone
260323033425+0200,206,10,20610,32551188,40639776,50312829,206-10-32,206-10-32,4G,Smartphone
260319001352-0600,310,260,310260,91182839,92935739,65904544,310-260-19,310-260-19,4G,IoT Device
260322140212+0200,240,24,24024,34500313,20281502,25783462,SUPPRESSED,240-24-14,5G,Smartphone
260303144752-0800,310,120,310120,93208105,77769775,65242188,SUPPRESSED,310-120-93,5G,Smartphone
260311220918+0100,206,20,20620,38500359,45226429,49603194,SUPPRESSED,206-20-79,5G,Smartphone
260307050838+0000,234,20,23420,52562044,66961179,72626290,SUPPRESSED,234-20-84,5G,IoT Device
260320173220+0100,206,5,20605,41082763,42113349,52100272,SUPPRESSED,206-05-68,4G,Smartphone
260226110221+0200,240,24,24024,34983382,18125631,11745572,240-24-66,240-24-66,4G,Smartphone
260225134058+0100,240,2,24002,32539137,33897803,13349009,SUPPRESSED,240-02-94,4G,IoT Device
260310074110+0200,240,8,24008,24071084,13511187,22832733,SUPPRESSED,240-08-99,5G,Smartphone
260303033745-0500,310,120,310120,96831162,93770510,70794870,SUPPRESSED,310-120-19,4G,Tablet
260323130624+0100,240,8,24008,12965282,19906663,21229900,SUPPRESSED,240-08-47,5G,Smartphone
260227210954+0100,206,10,20610,54450344,49610003,41946983,SUPPRESSED,206-10-93,3G,IoT Device
260308054116+0100,234,30,23430,79686306,52958971,53277828,SUPPRESSED,234-30-52,3G,IoT Device
260226151449+0200,206,1,20601,54530873,31603218,37136210,SUPPRESSED,206-01-55,5G,Smartphone
260309230023+0200,206,20,20620,59280859,35330130,42634100,SUPPRESSED,206-20-30,4G,Smartphone
260225024432+0100,206,1,20601,41231438,34917714,27662524,SUPPRESSED,206-01-96,4G,Smartphone
260314212434+0200,206,5,20605,37516855,38999997,45573180,SUPPRESSED,206-05-23,4G,Smartphone
260225083848-0700,310,410,310410,74851417,74236337,83841776,SUPPRESSED,310-410-21,5G,Smartphone
260326172554+0200,206,5,20605,38764910,39145784,38986455,SUPPRESSED,206-05-88,4G,Smartphone
260311095416+0200,240,5,24005,39510415,21992917,20770379,SUPPRESSED,240-05-35,3G,Tablet
260319000635+0100,206,1,20601,50372569,46940707,27170102,SUPPRESSED,206-01-91,4G,Smartphone
260308023616-0800,310,410,310410,89540387,71231461,97306797,SUPPRESSED,310-410-70,3G,IoT Device
260320065106+0200,240,8,24008,25562977,25657209,14193947,SUPPRESSED,240-08-59,4G,Tablet
260316075342+0100,240,2,24002,21032663,31766803,22552463,SUPPRESSED,240-02-30,5G,Smartphone
260312235534-0600,310,410,310410,84899496,70063114,85171784,SUPPRESSED,310-410-34,5G,Tablet
260310064954+0200,240,2,24002,37670515,23029319,13381379,SUPPRESSED,240-02-51,5G,IoT Device
260324161702+0100,240,24,24024,24234478,24937413,23482313,SUPPRESSED,240-24-67,5G,Smartphone
260322210759+0200,206,5,20605,45706679,40398098,30535424,SUPPRESSED,206-05-80,5G,Smartphone
260301064611-0700,310,260,310260,94476607,85799961,82744693,310-260-80,310-260-80,5G,IoT Device
260307150357+0100,240,16,24016,16068771,22575687,20637613,SUPPRESSED,240-16-80,4G,Tablet
260304122159+0100,234,10,23410,58729882,62817854,72506994,SUPPRESSED,234-10-27,3G,IoT Device
260313162421+0100,206,1,20601,33637547,48235595,32960397,SUPPRESSED,206-01-22,5G,Smartphone
260320104906-0800,310,260,310260,78613510,90627864,93816527,310-260-71,310-260-71,4G,IoT Device
260303055252-0700,310,120,310120,88281433,74771490,91257003,SUPPRESSED,310-120-23,3G,IoT Device
260319122427-0500,310,480,310480,95927597,82349950,80488082,SUPPRESSED,310-480-55,3G,Smartphone
260320141750+0000,234,38,23438,73707337,66179646,69000578,SUPPRESSED,234-38-23,3G,Tablet
260311221645+0100,240,8,24008,25039701,22924659,28744028,SUPPRESSED,240-08-84,5G,Smartphone
260316052246+0000,234,33,23433,76155062,50010814,60139970,SUPPRESSED,234-33-84,3G,IoT Device
260326163056+0000,234,33,23433,63160206,60290252,65085233,SUPPRESSED,234-33-59,5G,Tablet
260308162901+0100,234,38,23438,56106782,71808852,74086335,SUPPRESSED,234-38-67,3G,Smartphone
260308010326-0500,310,260,310260,95477524,77998131,88997485,SUPPRESSED,310-260-95,5G,IoT Device
260325170959+0100,240,16,24016,21535672,31956873,14379348,SUPPRESSED,240-16-38,5G,Smartphone
260314165143+0200,206,20,20620,42150395,41746172,35436039,SUPPRESSED,206-20-98,4G,Smartphone
260226063808+0100,206,10,20610,48796610,43464848,38915213,SUPPRESSED,206-10-50,4G,IoT Device
260312064311+0100,206,20,20620,45804385,30150628,25650490,SUPPRESSED,206-20-95,4G,IoT Device
260309185604+0000,234,38,23438,60721915,71818230,74820933,SUPPRESSED,234-38-16,4G,Smartphone
